artist,country,city,latitude,longitude,address,state,state_pop
Sponge,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
Sufjan Stevens,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
Sunlight Ascending,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
Ted Nugent,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
The Dirtbombs,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
The Gories,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
The Raconteurs,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
The State Lottery,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
The Suicide Machines,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
The Von Bondies,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
The White Stripes,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
Walls of Jericho,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
fordirelifesake,United States,Detroit,42.3315509,-83.0466403,"Detroit, Wayne County, Michigan, United States",Michigan,9310462
New Kids on the Block,United States,Dorchester,42.301376000000005,-71.06127441375656,"Dorchester, Boston, Suffolk County, Massachusetts, United States",Massachusetts,6018664
Luti-Kriss,United States,Douglasville,33.7514966,-84.7477136,"Douglasville, Douglas County, Georgia, United States",Georgia,6506531
Norma Jean,United States,Douglasville,33.7514966,-84.7477136,"Douglasville, Douglas County, Georgia, United States",Georgia,6506531
The Chariot,United States,Douglasville,33.7514966,-84.7477136,"Douglasville, Douglas County, Georgia, United States",Georgia,6506531
Just Surrender,United States,Dover Plains,41.7384257,-73.57088619574469,"Dover Plains, Bains Corner, Dover Plains, Town of Dover, Dutchess County, New York, United States",New York,18002855
Dark Angel,United States,Downey,33.9404441,-118.1292846,"Downey, Los Angeles County, California, United States",California,29950111
Donavon Frankenreiter,United States,Downey,33.9404441,-118.1292846,"Downey, Los Angeles County, California, United States",California,29950111
Sinch,United States,Doylestown,40.3100446,-75.1304588,"Doylestown, Bucks County, Pennsylvania, 18901, United States",Pennsylvania,11895604
Bob Dylan,United States,Duluth,46.7729322,-92.1251218,"Duluth, Saint Louis County, Minnesota, United States",Minnesota,4387282
Low,United States,Duluth,46.7729322,-92.1251218,"Duluth, Saint Louis County, Minnesota, United States",Minnesota,4387282
Trampled By Turtles,United States,Duluth,46.7729322,-92.1251218,"Duluth, Saint Louis County, Minnesota, United States",Minnesota,4387282
Michale Graves,United States,Dumont,40.9406541,-73.9968051,"Dumont, Bergen County, New Jersey, 07628, United States",New Jersey,7757158
Betty Davis,United States,Durham,35.996653,-78.9018053,"Durham, Durham County, North Carolina, United States",North Carolina,6656986
Jawbreaker,United States,East Bay,33.6811328,-117.2592037,"East Bay, Canyon Lake, Riverside County, California, 92587, United States",California,29950111
God Forbid,United States,East Brunswick,40.4278841,-74.415984,"East Brunswick Township, Middlesex County, New Jersey, United States",New Jersey,7757158
Lovesliescrushing,United States,East Lansing,42.7320307,-84.4721678,"East Lansing, Ingham County, Michigan, United States",Michigan,9310462
The Verve Pipe,United States,East Lansing,42.7320307,-84.4721678,"East Lansing, Ingham County, Michigan, United States",Michigan,9310462
Los Lobos,United States,East Los Angeles,34.0239015,-118.172015,"East Los Angeles, Los Angeles County, California, United States",California,29950111
Jeff Buckley,United States,East Village,40.7292688,-73.9873613,"East Village, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States",New York,18002855
Bon Iver,United States,Eau Claire,44.811349,-91.4984941,"Eau Claire, Eau Claire County, Wisconsin, United States",Wisconsin,4902265
Mutiny Within,United States,Edison,40.518157,-74.4113926,"Edison, Middlesex County, New Jersey, United States",New Jersey,7757158
The Mongoloids,United States,Edison,40.518157,-74.4113926,"Edison, Middlesex County, New Jersey, United States",New Jersey,7757158
Black Stone Cherry,United States,Edmonton,36.9800563,-85.6121906,"Edmonton, Metcalfe County, Kentucky, 42129, United States",Kentucky,3692584
So Many Dynamos,United States,Edwardsville,38.8114364,-89.953157,"Edwardsville, Madison County, Illinois, United States",Illinois,11446979
Psychotic Waltz,United States,El Cajon,32.7947731,-116.962526,"El Cajon, San Diego County, California, United States",California,29950111
Cher,United States,El Centro,32.792,-115.563051,"El Centro, Imperial County, California, 92243, United States",California,29950111
Creedence Clearwater Revival,United States,El Cerrito,37.9154056,-122.301411,"El Cerrito, Contra Costa County, California, 94530, United States",California,29950111
John Fogerty,United States,El Cerrito,37.9154056,-122.301411,"El Cerrito, Contra Costa County, California, 94530, United States",California,29950111
At the Drive-In,United States,El Paso,31.7601164,-106.4870404,"El Paso, El Paso County, Texas, United States",Texas,17044714
Omar Rodriguez-Lopez,United States,El Paso,31.7601164,-106.4870404,"El Paso, El Paso County, Texas, United States",Texas,17044714
Sleepercar,United States,El Paso,31.7601164,-106.4870404,"El Paso, El Paso County, Texas, United States",Texas,17044714
Sparta,United States,El Paso,31.7601164,-106.4870404,"El Paso, El Paso County, Texas, United States",Texas,17044714
The Mars Volta,United States,El Paso,31.7601164,-106.4870404,"El Paso, El Paso County, Texas, United States",Texas,17044714
Torture,United States,El Paso,31.7601164,-106.4870404,"El Paso, El Paso County, Texas, United States",Texas,17044714
Zechs Marquise,United States,El Paso,31.7601164,-106.4870404,"El Paso, El Paso County, Texas, United States",Texas,17044714
The Ghost Inside,United States,El Segundo,33.917028,-118.4156337,"El Segundo, Los Angeles County, California, 90245, United States",California,29950111
Les Claypool,United States,El Sobrante,37.9744635,-122.30572940306472,"El Sobrante, Richmond, Contra Costa County, California, 94803, United States",California,29950111
Primus,United States,El Sobrante,37.9744635,-122.30572940306472,"El Sobrante, Richmond, Contra Costa County, California, 94803, United States",California,29950111
Sausage,United States,El Sobrante,37.9744635,-122.30572940306472,"El Sobrante, Richmond, Contra Costa County, California, 94803, United States",California,29950111
E. Town Concrete,United States,Elizabeth,40.6639916,-74.2107006,"Elizabeth, Union County, New Jersey, United States",New Jersey,7757158
The Showdown,United States,Elizabethton,36.3487756,-82.2107617,"Elizabethton, Carter County, East Tennessee, Tennessee, United States",Tennessee,4890626
Focal Point,United States,Elk Grove,38.4087993,-121.3716178,"Elk Grove, Sacramento County, California, 94624, United States",California,29950111
Screaming Trees,United States,Ellensburg,46.9970635,-120.545122,"Ellensburg, Kittitas County, Washington, 98926, United States",Washington,4900780
The Dangerous Summer,United States,Ellicott City,39.27573585,-76.831741741596,"Ellicott City, Howard County, Maryland, United States",Maryland,4797431
House Boat,United States,Elmhurst,40.7365804,-73.8783932,"Elmhurst, Queens, Queens County, City of New York, New York, 11373, United States",New York,18002855
Adrenalin O.D.,United States,Elmwood Park,40.9074237,-74.1183543,"Elmwood Park, Bergen County, New Jersey, 07407, United States",New Jersey,7757158
The Faceless,United States,Encino,34.1591324,-118.5016166,"Encino Neighborhood Council District, Los Angeles, Los Angeles County, California, United States",California,29950111
Gary Wilson,United States,Endicott,42.098408,-76.0493684,"Village of Endicott, Town of Union, Broome County, New York, 13760, United States",New York,18002855
Texas in July,United States,Ephrata,40.1799111,-76.1789242,"Ephrata, Lancaster County, Pennsylvania, 17522, United States",Pennsylvania,11895604
War of Ages,United States,Erie,42.1294712,-80.0852695,"Erie, Erie County, Pennsylvania, United States",Pennsylvania,11895604
3 Doors Down,United States,Escatawpa,30.4911305,-88.55140993494504,"Escatawpa, Jackson County, Mississippi, 39552, United States",Mississippi,2577426
Kaddisfly,United States,Eugene,44.0505054,-123.0950506,"Eugene, Lane County, Oregon, United States",Oregon,2858547
Tim Hardin,United States,Eugene,44.0505054,-123.0950506,"Eugene, Lane County, Oregon, United States",Oregon,2858547
YOB,United States,Eugene,44.0505054,-123.0950506,"Eugene, Lane County, Oregon, United States",Oregon,2858547
Mr. Bungle,United States,Eureka,40.7906871,-124.1673746,"Eureka, Humboldt County, California, United States",California,29950111
Sara Bareilles,United States,Eureka,40.7906871,-124.1673746,"Eureka, Humboldt County, California, United States",California,29950111
Big Black,United States,Evanston,42.0470043,-87.6846053,"Evanston, Evanston Township, Cook County, Illinois, United States",Illinois,11446979
Tusk,United States,Evanston,42.0470043,-87.6846053,"Evanston, Evanston Township, Cook County, Illinois, United States",Illinois,11446979
Dax Riggs,United States,Evansville,37.970495,-87.5715641,"Evansville, Vanderburgh County, Indiana, United States",Indiana,5555097
Mock Orange,United States,Evansville,37.970495,-87.5715641,"Evansville, Vanderburgh County, Indiana, United States",Indiana,5555097
Parenthetical Girls,United States,Everett,47.9793437,-122.2127011,"Everett, Snohomish County, Washington, United States",Washington,4900780
The Scene Aesthetic,United States,Everett,47.9793437,-122.2127011,"Everett, Snohomish County, Washington, United States",Washington,4900780
Incantation,United States,Fair Lawn,40.9397796,-74.1312504,"Fair Lawn, Bergen County, New Jersey, 07410, United States",New Jersey,7757158
tobyMac,United States,Fairfax,38.8462236,-77.3063733,"Fairfax, Virginia, 20030, United States",Virginia,6213526
Battlefields,United States,Fargo,46.877229,-96.789821,"Fargo, Cass County, North Dakota, United States",North Dakota,637364
Hands,United States,Fargo,46.877229,-96.789821,"Fargo, Cass County, North Dakota, United States",North Dakota,637364
Jonny Lang,United States,Fargo,46.877229,-96.789821,"Fargo, Cass County, North Dakota, United States",North Dakota,637364
Listener,United States,Fayetteville,36.0625843,-94.1574328,"Fayetteville, Washington County, Arkansas, United States",Arkansas,2354343
Take It Back!,United States,Fayetteville,36.0625843,-94.1574328,"Fayetteville, Washington County, Arkansas, United States",Arkansas,2354343
The Wedding,United States,Fayetteville,36.0625843,-94.1574328,"Fayetteville, Washington County, Arkansas, United States",Arkansas,2354343
Amber Pacific,United States,Federal Way,47.313494,-122.33931,"Federal Way, King County, Washington, United States",Washington,4900780
Empire! Empire!,United States,Fenton,42.7978061,-83.7049498,"Fenton, Genesee County, Michigan, 48430, United States",Michigan,9310462
Before Their Eyes,United States,Findlay,41.0413873,-83.6503982,"Findlay, Hancock County, Ohio, United States",Ohio,10861837
Billy Ray Cyrus,United States,Flatwoods,38.5225805,-82.7171081,"Flatwoods, Greenup County, Kentucky, United States",Kentucky,3692584
I Am Alpha and Omega,United States,Flemington,40.5130953,-74.8591333,"Flemington, Hunterdon County, New Jersey, United States",New Jersey,7757158
Suspyre,United States,Flemington,40.5130953,-74.8591333,"Flemington, Hunterdon County, New Jersey, United States",New Jersey,7757158
Grand Funk Railroad,United States,Flint,43.0161693,-83.6900211,"Flint, Genesee County, Michigan, United States",Michigan,9310462
Repulsion,United States,Flint,43.0161693,-83.6900211,"Flint, Genesee County, Michigan, United States",Michigan,9310462
The Swellers,United States,Flint,43.0161693,-83.6900211,"Flint, Genesee County, Michigan, United States",Michigan,9310462
Full Blown Chaos,United States,Floral Park,40.7373669,-73.7088556,"Floral Park Liquors, 259-09, Hillside Avenue, Queens, Queens County, City of New York, New York, 11040, United States",New York,18002855
Through the Eyes of the Dead,United States,Florence,34.1984435,-79.7671658,"Florence, Florence County, South Carolina, United States",South Carolina,3499064
Control Denied,United States,Florida,27.7567667,-81.4639835,"Florida, United States",Florida,13018365
Ramones,United States,Forest Hills,40.723100900000006,-73.84661252338407,"Forest Hills, Queens, Queens County, City of New York, New York, United States",New York,18002855
Simon and Garfunkel,United States,Forest Hills,40.723100900000006,-73.84661252338407,"Forest Hills, Queens, Queens County, City of New York, New York, United States",New York,18002855
Candy Claws,United States,Fort Collins,40.5871782,-105.0770113,"Fort Collins, Larimer County, Colorado, United States",Colorado,3303862
Only Crime,United States,Fort Collins,40.5871782,-105.0770113,"Fort Collins, Larimer County, Colorado, United States",Colorado,3303862
Tickle Me Pink,United States,Fort Collins,40.5871782,-105.0770113,"Fort Collins, Larimer County, Colorado, United States",Colorado,3303862
Mike Doughty,United States,Fort Knox,37.897655150000006,-85.90385212370151,"Fort Knox, Hardin County, Kentucky, 40121, United States",Kentucky,3692584
Hellwitch,United States,Fort Lauderdale,26.1223084,-80.1433786,"Fort Lauderdale, Broward County, Florida, United States",Florida,13018365
Into the Moat,United States,Fort Lauderdale,26.1223084,-80.1433786,"Fort Lauderdale, Broward County, Florida, United States",Florida,13018365
Jack Off Jill,United States,Fort Lauderdale,26.1223084,-80.1433786,"Fort Lauderdale, Broward County, Florida, United States",Florida,13018365
Marilyn Manson,United States,Fort Lauderdale,26.1223084,-80.1433786,"Fort Lauderdale, Broward County, Florida, United States",Florida,13018365
Monstrosity,United States,Fort Lauderdale,26.1223084,-80.1433786,"Fort Lauderdale, Broward County, Florida, United States",Florida,13018365
Nonpoint,United States,Fort Lauderdale,26.1223084,-80.1433786,"Fort Lauderdale, Broward County, Florida, United States",Florida,13018365
Remembering Never,United States,Fort Lauderdale,26.1223084,-80.1433786,"Fort Lauderdale, Broward County, Florida, United States",Florida,13018365
Priscilla Ahn,United States,Fort Stewart,31.884561,-81.61559359139258,"Fort Stewart, Hinesville, Liberty County, Georgia, United States",Georgia,6506531
Saints Never Surrender,United States,Fort Wayne,41.0799898,-85.1386015,"Fort Wayne, Allen County, Indiana, United States",Indiana,5555097
Artist Vs Poet,United States,Fort Worth,32.753177,-97.3327459,"Fort Worth, Tarrant County, Texas, United States",Texas,17044714
Kelly Clarkson,United States,Fort Worth,32.753177,-97.3327459,"Fort Worth, Tarrant County, Texas, United States",Texas,17044714
"Oh, Sleeper",United States,Fort Worth,32.753177,-97.3327459,"Fort Worth, Tarrant County, Texas, United States",Texas,17044714
Sky Eats Airplane,United States,Fort Worth,32.753177,-97.3327459,"Fort Worth, Tarrant County, Texas, United States",Texas,17044714
Toadies,United States,Fort Worth,32.753177,-97.3327459,"Fort Worth, Tarrant County, Texas, United States",Texas,17044714
Townes Van Zandt,United States,Fort Worth,32.753177,-97.3327459,"Fort Worth, Tarrant County, Texas, United States",Texas,17044714
Turbid North,United States,Fort Worth,32.753177,-97.3327459,"Fort Worth, Tarrant County, Texas, United States",Texas,17044714
Miley Cyrus,United States,Franklin,35.925206,-86.8689419,"Franklin, Williamson County, Middle Tennessee, Tennessee, United States",Tennessee,4890626
Paramore,United States,Franklin,35.925206,-86.8689419,"Franklin, Williamson County, Middle Tennessee, Tennessee, United States",Tennessee,4890626
Jack Rose,United States,Fredericksburg,38.3031837,-77.4605399,"Fredericksburg, Virginia, United States",Virginia,6213526
Short Bus Pile Up,United States,Fredericksburg,38.3031837,-77.4605399,"Fredericksburg, Virginia, United States",Virginia,6213526
Skywave,United States,Fredericksburg,38.3031837,-77.4605399,"Fredericksburg, Virginia, United States",Virginia,6213526
Lou Reed,United States,Freeport,40.6576071,-73.5835826,"Village of Freeport, Town of Hempstead, Nassau County, New York, 11520, United States",New York,18002855
Dilute,United States,Fremont,37.5482697,-121.988571,"Fremont, Alameda County, California, United States",California,29950111
Okay,United States,Fremont,37.5482697,-121.988571,"Fremont, Alameda County, California, United States",California,29950111
The Shaggs,United States,Fremont,42.9909194,-71.1425606,"Fremont, Rockingham County, New Hampshire, 03044, United States",New Hampshire,1218629
Gary Jules,United States,Fresno,36.7394421,-119.78483,"Fresno, Fresno County, California, United States",California,29950111
Adolescents,United States,Fullerton,33.8708215,-117.929416,"Fullerton, Orange County, California, United States",California,29950111
Belay My Last,United States,Fullerton,33.8708215,-117.929416,"Fullerton, Orange County, California, United States",California,29950111
Gwen Stefani,United States,Fullerton,33.8708215,-117.929416,"Fullerton, Orange County, California, United States",California,29950111
Social Distortion,United States,Fullerton,33.8708215,-117.929416,"Fullerton, Orange County, California, United States",California,29950111
Hot Water Music,United States,Gainesville,29.6519684,-82.3249846,"Gainesville, Alachua County, Florida, United States",Florida,13018365
I Hate Myself,United States,Gainesville,29.6519684,-82.3249846,"Gainesville, Alachua County, Florida, United States",Florida,13018365
Less Than Jake,United States,Gainesville,29.6519684,-82.3249846,"Gainesville, Alachua County, Florida, United States",Florida,13018365
Negative Plane,United States,Gainesville,29.6519684,-82.3249846,"Gainesville, Alachua County, Florida, United States",Florida,13018365
The Draft,United States,Gainesville,29.6519684,-82.3249846,"Gainesville, Alachua County, Florida, United States",Florida,13018365
The Mercury Program,United States,Gainesville,29.6519684,-82.3249846,"Gainesville, Alachua County, Florida, United States",Florida,13018365
Tom Petty,United States,Gainesville,29.6519684,-82.3249846,"Gainesville, Alachua County, Florida, United States",Florida,13018365
Tom Petty and the Heartbreakers,United States,Gainesville,29.6519684,-82.3249846,"Gainesville, Alachua County, Florida, United States",Florida,13018365
Garden of Shadows,United States,Gaithersburg,39.1399187,-77.1929215,"Gaithersburg, Montgomery County, Maryland, United States",Maryland,4797431
The Offspring,United States,Garden Grove,33.7746292,-117.9463717,"Garden Grove, Orange County, California, United States",California,29950111
Janet Jackson,United States,Gary,41.563746,-87.3368691,"Gary, Broadway, Glen Park, Gary, Calumet Township, Lake County, Indiana, 46407, United States",Indiana,5555097
Michael Jackson,United States,Gary,41.563746,-87.3368691,"Gary, Broadway, Glen Park, Gary, Calumet Township, Lake County, Indiana, 46407, United States",Indiana,5555097
009 Sound System,United States,Gas,37.9236467,-95.3460916,"Gas, Allen County, Kansas, 66742, United States",Kansas,2480683
Gym Class Heroes,United States,Geneva,42.8690271,-76.9786122,"City of Geneva, Ontario County, New York, 14456, United States",New York,18002855
Clutch,United States,Germantown,39.17130815,-77.26557848822242,"Germantown, Montgomery County, Maryland, United States",Maryland,4797431
Lydia,United States,Gilbert,33.3527632,-111.789037,"Gilbert, Maricopa County, Arizona, United States",Arizona,3679056
Scary Kids Scaring Kids,United States,Gilbert,33.3527632,-111.789037,"Gilbert, Maricopa County, Arizona, United States",Arizona,3679056
In Pieces,United States,Glastonbury,41.7123218,-72.608146,"Glastonbury, Capitol Planning Region, Connecticut, United States",Connecticut,3289055
Brad Paisley,United States,Glen Dale,39.9492409,-80.7542517,"Glen Dale, Marshall County, West Virginia, United States",West Virginia,1792481
Titus Andronicus,United States,Glen Rock,40.9628758,-74.1329208,"Glen Rock, Bergen County, New Jersey, 07452, United States",New Jersey,7757158
Audioslave,United States,Glendale,34.1469416,-118.2478471,"Glendale, Los Angeles County, California, United States",California,29950111
Job For A Cowboy,United States,Glendale,33.5386858,-112.185994,"Glendale, Maricopa County, Arizona, United States",Arizona,3679056
Knights Of The Abyss,United States,Glendale,33.5386858,-112.185994,"Glendale, Maricopa County, Arizona, United States",Arizona,3679056
M. Ward,United States,Glendale,34.1469416,-118.2478471,"Glendale, Los Angeles County, California, United States",California,29950111
Strawberry Alarm Clock,United States,Glendale,34.1469416,-118.2478471,"Glendale, Los Angeles County, California, United States",California,29950111
System of a Down,United States,Glendale,34.1469416,-118.2478471,"Glendale, Los Angeles County, California, United States",California,29950111
Anna Nalick,United States,Glendora,34.1361187,-117.865339,"Glendora, Los Angeles County, California, United States",California,29950111
Nevea Tears,United States,Glendora,34.1361187,-117.865339,"Glendora, Los Angeles County, California, United States",California,29950111
Vince Neil,United States,Glendora,34.1361187,-117.865339,"Glendora, Los Angeles County, California, United States",California,29950111
Lagwagon,United States,Goleta,34.4358295,-119.8276389,"Goleta, Santa Barbara County, California, United States",California,29950111
Strand of Oaks,United States,Goshen,41.5850394,-85.8344491,"Goshen, Elkhart County, Indiana, United States",Indiana,5555097
Blood Has Been Shed,United States,Granby,41.9538298,-72.789313,"Granby, Capitol Planning Region, Connecticut, United States",Connecticut,3289055
La Dispute,United States,Grand Rapids,42.9632425,-85.6678639,"Grand Rapids, Kent County, Michigan, United States",Michigan,9310462
Mustard Plug,United States,Grand Rapids,42.9632425,-85.6678639,"Grand Rapids, Kent County, Michigan, United States",Michigan,9310462
Still Remains,United States,Grand Rapids,42.9632425,-85.6678639,"Grand Rapids, Kent County, Michigan, United States",Michigan,9310462
Chevelle,United States,Grayslake,42.3433518,-88.0412192,"Grayslake, Lake County, Illinois, 60030, United States",Illinois,11446979
Audio Adrenaline,United States,Grayson,37.4537437,-86.3389464,"Grayson County, Kentucky, United States",Kentucky,3692584
Jordan Rudess,United States,Great Neck,40.7870327,-73.7267563,"Great Neck, Middle Neck Road, Village of Great Neck Plaza, Town of North Hempstead, Nassau County, New York, 11024, United States",New York,18002855
Jason Isbell,United States,Green Hill,34.9731387,-87.5122461,"Green Hill, Lauderdale County, Alabama, 35624, United States",Alabama,4048508
Killwhitneydead,United States,Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States",North Carolina,6656986
Knives Exchanging Hands,United States,Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States",North Carolina,6656986
Sullivan,United States,Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States",North Carolina,6656986
To Speak Of Wolves,United States,Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States",North Carolina,6656986
The Juliana Theory,United States,Greensburg,40.3024514,-79.5443274,"Greensburg, Westmoreland County, Pennsylvania, 15601, United States",Pennsylvania,11895604
Ben Kweller,United States,Greenville,33.1384488,-96.1108066,"Greenville, Hunt County, Texas, United States",Texas,17044714
Future Islands,United States,Greenville,35.613224,-77.3724593,"Greenville, Pitt County, North Carolina, United States",North Carolina,6656986
Jars Of Clay,United States,Greenville,38.8922687,-89.4131356,"Greenville, Bond County, Illinois, 62246, United States",Illinois,11446979
Nile,United States,Greenville,34.851354,-82.3984882,"Greenville, Greenville County, South Carolina, United States",South Carolina,3499064
Assjack,United States,Gridley,39.3637773,-121.693583,"Gridley, Butte County, California, 95948, United States",California,29950111
John 5,United States,Grosse Pointe,42.3861485,-82.9118591,"Grosse Pointe, Wayne County, Michigan, United States",Michigan,9310462
Dead To Fall,United States,Gurnee,42.3702996,-87.9020186,"Gurnee, Lake County, Illinois, 60031, United States",Illinois,11446979
Showbread,United States,Guyton,32.3363045,-81.3914992,"Guyton, Effingham County, Georgia, United States",Georgia,6506531
Kix,United States,Hagerstown,39.6430455,-77.7191081,"Hagerstown, Washington County, Maryland, United States",Maryland,4797431
The Feelies,United States,Haledon,40.935654,-74.186256,"Haledon, Passaic County, New Jersey, United States",New Jersey,7757158
Funeral Diner,United States,Half Moon Bay,37.4635519,-122.428586,"Half Moon Bay, San Mateo County, California, 94019, United States",California,29950111
Scott Walker,United States,Hamilton,39.2085354,-84.5501874,"Hamilton County, Ohio, United States",Ohio,10861837
Ace Enders and a Million Different People,United States,Hammonton,39.6365056,-74.8023853,"Hammonton, Atlantic County, New Jersey, 08037, United States",New Jersey,7757158
I Can Make A Mess Like Nobody's Business,United States,Hammonton,39.6365056,-74.8023853,"Hammonton, Atlantic County, New Jersey, 08037, United States",New Jersey,7757158
The Early November,United States,Hammonton,39.6365056,-74.8023853,"Hammonton, Atlantic County, New Jersey, 08037, United States",New Jersey,7757158
Fuel,United States,Harrisburg,40.2663107,-76.8861122,"Harrisburg, Dauphin County, Pennsylvania, United States",Pennsylvania,11895604
Gifts From Enola,United States,Harrisonburg,38.4493315,-78.8688833,"Harrisonburg, Virginia, United States",Virginia,6213526
Fates Warning,United States,Hartford,41.764582,-72.6908547,"Hartford, Capitol Planning Region, Connecticut, United States",Connecticut,3289055
Invocation of Nehek,United States,Hartford,41.764582,-72.6908547,"Hartford, Capitol Planning Region, Connecticut, United States",Connecticut,3289055
Sent By Ravens,United States,Hartsville,34.3740431,-80.0734005,"Hartsville, Darlington County, South Carolina, 29550, United States",South Carolina,3499064
Phideaux,United States,Hastings-on-Hudson,40.9946622,-73.8785922,"Village of Hastings-on-Hudson, Town of Greenburgh, Westchester County, New York, 10706, United States",New York,18002855
Jack Johnson,United States,Hauula,21.609712,-157.912249,"Hauula, Honolulu County, Hawaii, 96717, United States",Hawaii,1112703
Guns Up!,United States,Haverhill,42.7777829,-71.0767724,"Haverhill, Essex County, Massachusetts, United States",Massachusetts,6018664
Rob Zombie,United States,Haverhill,42.7777829,-71.0767724,"Haverhill, Essex County, Massachusetts, United States",Massachusetts,6018664
Martriden,United States,Havre,48.5536972,-109.677802,"Havre, Hill County, Montana, United States",Montana,799824
Brian Wilson,United States,Hawthorne,33.9128272,-118.3426122,"Hawthorne, Los Angeles County, California, 90250, United States",California,29950111
Dennis Wilson,United States,Hawthorne,33.9128272,-118.3426122,"Hawthorne, Los Angeles County, California, 90250, United States",California,29950111
The Beach Boys,United States,Hawthorne,33.9128272,-118.3426122,"Hawthorne, Los Angeles County, California, 90250, United States",California,29950111
Glassjaw,United States,Hempstead,40.6736812,-73.6190736,"Town of Hempstead, Nassau County, New York, United States",New York,18002855
Brandon Flowers,United States,Henderson,36.0319843,-114.9822486,"Henderson, Clark County, Nevada, United States",Nevada,1218629
As Hell Retreats,United States,Hendersonville,36.3049177,-86.621443,"Hendersonville, Sumner County, Middle Tennessee, Tennessee, United States",Tennessee,4890626
Your Memorial,United States,Hennepin County,45.0257232,-93.4865052,"Hennepin County, Minnesota, United States",Minnesota,4387282
Black Flag,United States,Hermosa Beach,33.8637822,-118.3992143,"Hermosa Beach, Los Angeles County, California, 90254, United States",California,29950111
Circle Jerks,United States,Hermosa Beach,33.8637822,-118.3992143,"Hermosa Beach, Los Angeles County, California, 90254, United States",California,29950111
Pennywise,United States,Hermosa Beach,33.8637822,-118.3992143,"Hermosa Beach, Los Angeles County, California, 90254, United States",California,29950111
Billy Joel,United States,Hicksville,40.7695303,-73.5293246083624,"Hicksville, Town of Oyster Bay, Nassau County, New York, 11801, United States",New York,18002855
The Ascendicate,United States,High Point,35.9556924,-80.0053176,"High Point, Guilford County, North Carolina, United States",North Carolina,6656986
Bear vs. Shark,United States,Highland,44.1455678,-85.2664329,"Highland, Highland Township, Osceola County, Michigan, United States",Michigan,9310462
Nora,United States,Highland Park,40.4997407,-74.4262011,"Highland Park, Middlesex County, New Jersey, 08904, United States",New Jersey,7757158
The Unseen,United States,Hingham,42.2417669,-70.8897676,"Hingham, Plymouth County, Massachusetts, 02043, United States",Massachusetts,6018664
Twisted Sister,United States,Ho-Ho-Kus,40.9976524,-74.110284,"Ho-Ho-Kus, Bergen County, New Jersey, United States",New Jersey,7757158
Silver Jews,United States,Hoboken,40.7433066,-74.0323752,"Hoboken, Hudson County, New Jersey, 07030, United States",New Jersey,7757158
Yo La Tengo,United States,Hoboken,40.7433066,-74.0323752,"Hoboken, Hudson County, New Jersey, 07030, United States",New Jersey,7757158
Our Last Night,United States,Hollis,42.7431621,-71.591333,"Hollis, Hillsborough County, New Hampshire, United States",New Hampshire,1218629
Hole,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Murderdolls,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Nitro,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Ratt,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Time Again,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Wild Sweet Orange,United States,Homewood,33.4737098,-86.8084509,"Homewood, Jefferson County, Alabama, United States",Alabama,4048508
Bruno Mars,United States,Honolulu,21.304547,-157.855676,"Honolulu, Honolulu County, Hawaii, United States",Hawaii,1112703
Chokebore,United States,Honolulu,21.304547,-157.855676,"Honolulu, Honolulu County, Hawaii, United States",Hawaii,1112703
