album_id,artist,title,rating,votes,artist_id,master_id,main_release_id,release_country,year,album_length,tracks,release_type,genres,styles,artist_profile
2334,Wilco,Summerteeth,4.07,648,102984.0,47364,431341,Europe,1999,53.05,14,['Album'],['Rock'],"['Alternative Rock', 'Folk Rock']","American alternative rock band formed in 1994 and based in Chicago, Illinois. Wilco is a sextet formed by singer-songwriter and guitarist Jeff Tweedy. The band’s current lineup solidified in 2004 when guitarist Nels Cline and guitarist/keyboardist Patrick Sansone joined Tweedy, founding bassist John Stirratt, drummer Glenn Kotche and keyboardist Mikael Jorgensen. Wilco’s brand of classic roots rock incorporates folk, pop and genre-spanning experimentalism.

The band’s catalog includes 2002’s Yankee Hotel Foxtrot (named one of the 500 greatest albums of all time by Rolling Stone), 2005’s Grammy award-winning A Ghost is Born, the Grammy-nominated Wilco (The Album) and The Whole Love and more. NPR has called Wilco “the best rock band in America” and the band has been heralded by the Los Angeles Times as “an amazing machine whose six players seem more at one with their music than any rock group working today.” The Wilco catalog includes Mermaid Avenue Volumes 1, 2 and 3, which, in collaboration with British folk singer Billy Bragg, sets original music to song lyrics by the iconic Woody Guthrie."
2335,The Walkmen,Bows + Arrows,3.92,200,138073.0,117233,601438,US,2004,42.58,11,['Album'],['Rock'],['Indie Rock'],"American indie rock band formed by Hamilton Leithauser (vocals, guitar), Paul Maroon (guitar, piano), Peter Bauer (bass, keyboards), Walter Martin (keyboards, bass, tapes) & Matt Barrick (drums).

The band was formed in 2000 with members of two separate bands: [a=Jonathan Fire*Eater], whose members included Martin, Maroon and Barrick, and [a=The Recoys], whose members included Leithauser and Bauer.
"
2339,The Books,The Lemon Of Pink,3.87,176,92547.0,184732,196682,US,2003,37.33,13,['Album'],"['Electronic', 'Rock']","['Leftfield', 'Alternative Rock', 'Folk Rock', 'Experimental']","Formed in New York City in 2000, when Zammuto and De Jong were neighbors in Inwood, a neighborhood in northern Manhattan. Their music combines elements of folk & acoustic and fuses it with electronic undertones. The two members do all of the group's production and mastering work on their home computers.
Disbanded in January 2012.
"
2343,Off Minor,Innominate,4.08,355,1107540.0,401515,7815111,US,2004,27.08,9,['Album'],['Rock'],"['Emo', 'Post-Hardcore']","Off Minor are a Hardcore/Emo band from New York City. They formed in 1999 with Jamie Behar, Matt Smith, and Steven Roche, all former Saetia members. However, Smith later left and was replaced by Steven's brother Kevin on bass. Since then they have released three albums, and six EPs and splits on several indie labels such as Level Plane Records, Golden Brown Records, and Paramnesia Records, as well as releasing their latest both physically and digitally on a donation system. They have toured all over Europe, Asia, and the United States. They take their name from a Thelonious Monk song."
2350,The Weakerthans,Reconstruction Site,4.24,521,283746.0,204263,2030928,USA & Canada,2003,0.0,14,"['LP', 'Album']",['Rock'],"['Emo', 'Punk']","Punk influenced band from Winnipeg, Canada, formed in 1997 by John K. Samson (ex. Propagandhi). The band has a unique sound influenced by a variety of music forms including punk, folk, country, rock, etc...  	1997-2014 (on hiatus)"
2365,City of Caterpillar,City of Caterpillar,4.17,1019,445143.0,110685,622984,US,2002,44.15,7,"['LP', 'Album']",['Rock'],"['Hardcore', 'Emo']","City of Caterpillar is an American band, from Richmond, Virginia, active from 2000 - 2003, 2017 - current. They reunited in 2017 for a run of shows on the east coast, west coast, Europe and Asia. In 2019, they played 3 shows on the East Coast. In July 2022 City of Caterpillar announced a new album releasing on [l3949] and a string of shows along the eastern United States. 

2017 - Current line-up:
Jeff Kane - Guitar
Brandon Evans - Vocals, Guitar
Kevin Longendyke - Vocals, Bass
Ryan Parrish - Drums

Former members :
Patrick Broderick - Tour drummer (2001-2003)
Adam Juresko - Bass, vocals (System 2600 split, Demo+Live)
"
2381,The Living End,Modern Artillery,3.5,103,253328.0,83702,2827933,Australia,2003,0.0,14,"['LP', 'Album']",['Rock'],"['Rock & Roll', 'Pop Punk', 'Alternative Rock']","Punk rock band from Melbourne, Australia.
Formed 1994, originally performed as “The Runaway Boys” from 1990-1993.

[b]Current Members:[/b]
Chris Cheney – Vocals/Guitar (1990-present)
Scott Owen – Double bass/Backing vocals (1990-present)
Andy Strachan – Drums/Backing vocals (2002–present)

[b]Former Members:[/b]
Joe Piripitzi – Drums (1994–1996)
Travis Demsey – Drums (1996–2002)"
2387,Eve 6,It's All In Your Head,3.62,88,287818.0,651594,619897,US,2003,44.6,12,"['Album', 'Enhanced']",['Rock'],"['Alternative Rock', 'Pop Rock']","Eve 6 (sometimes typeset as EVE 6 or EVƎ 6) is an American rock band from Southern California, who are most well known for their hit singles ""Inside Out"", ""Here's to the Night"", and ""Victoria"". They disbanded in 2004, returned for numerous tours in 2007 with a new lineup, and finally reunited with all three original members in early 2011. Tony Fagenson left the band in April 2018."
2447,Linkin Park,Live In Texas,3.23,489,40029.0,74531,383474,Europe,2003,108.68,29,"['Album', 'Enhanced']",['Rock'],['Nu Metal'],"Alternative rock band from Agoura Hills, California. US.
Formed in 1996 as Xero by Mike Shinoda and Mark Wakefield, with guitarist Brad Delson, bassist Phoenix, drummer Rob Bourdon and DJ Joe Hahn joining shortly after. After Wakefield left in 1998, lead singer Chester Bennington replaced him in 1999, and the band changed name to Hybrid Theory. In 2000 name was changed to Linkin Park.
The band released seven studio albums from 2000 to 2017 with this lineup and went on hiatus in 2017 after Bennington death, releasing anniversary editions of Hybrid Theory and Meteora between 2020 and 2023 and greatest hits' Papercuts in 2024. On September 2024 the band announced their comeback with new singer Emily Armstrong and new drummer Colin Brittain.

[b]Current members:[/b]
Mike Shinoda –  Vocals / rhythm guitar / keys (1996-present)
Brad Delson – Lead guitar / backing vocals (1997-present)
Joe Hahn – Turntables / synthesizers / samples / backing vocals (1997-present)
Dave ""Phoenix"" Farrell – Bass / backing vocals / occasional synths (1997-1999, 2000-present)
Emily Armstrong – Vocals / occasional guitar (2024-present)
Colin Brittain – Drums / guitar / backing vocals (2024-present)

[b]Former members:[/b]
Chester Bennington – Vocals / occasional guitar and percussion (1999-2017; died 2017)
Rob Bourdon – Drums / percussion / backing vocals (1997-2024)"
2473,MxPx,Panic,3.35,138,256464.0,281667,459752,US,2005,41.93,14,['Album'],['Rock'],"['Punk', 'Pop Punk']","Punk rock band formed in Bremerton, Washington, United States in 1992.
MxPx stands for ""Magnified Plaid""."
2477,Lit,Lit,3.21,36,257193.0,1058604,619877,US,2004,62.05,14,['Album'],['Rock'],"['Alternative Rock', 'Pop Rock']","American alternative rock band founded in 1988 in Orange County, California. Started out as [a=Razzle (11)] from 1988 to 1993, then changed their name to [a=Stain (13)] between 1994 and 1995, before settling on Lit after signing with Malicious Vinyl in 1995."
2511,Architecture In Helsinki,Fingers Crossed,3.38,57,177909.0,144688,2862533,Australia,2003,0.0,14,"['LP', 'Album']",['Rock'],['Indie Rock'],"Architecture in Helsinki is an Australian musical collective, which formed in Melbourne in 1999. 
Their sound and line-up has morphed throughout its tenure, from the naive bedroom school band stylings of their 2003 debut 'Fingers Crossed', to the colourful pop machinations of their most recent album 2014's 'NOW + 4EVA'.  
Whatever the case, the band's sound revolves primarily around the songs of Cameron Bird. While the instrumentation and influence is wide and varied.

Members:
Cameron Bird, Gus Franklin, Jamie Mildren, Sam Perry, and Kellie Sutherland."
2514,John Frusciante,Inside of Emptiness,3.94,242,79827.0,113780,498267,US,2004,39.43,10,['Album'],['Rock'],"['Alternative Rock', 'Lo-Fi']","Born in New York on March 5, 1970 of Italian origin, John Anthony Frusciante is a guitarist for the alternative rock group [a92476] who he rejoined in 2019 having previously been a member between 1988-1992 and 1998-2009."
2517,dredg,El Cielo,4.18,1807,332044.0,134484,1268551,Europe,2002,57.12,16,"['HDCD', 'Album']",['Rock'],"['Alternative Rock', 'Art Rock']","American rock band from Los Gatos, California, formed in 1993. Stylized as dredg.

Vocals & Guitar: Gavin Hayes
Guitar: Mark Engles
Bass: Drew Roulette
Drums: Dino Campanella
"
2527,Avenged Sevenfold,City Of Evil,3.48,4228,299874.0,137131,1877510,US,2005,72.92,11,['Album'],['Rock'],"['Hardcore', 'Heavy Metal']","Heavy metal / metalcore / hard rock band from Huntington Beach, California, formed in 1999.
Abbreviated as [b]A7X[/b]."
2533,The White Stripes,Get Behind Me Satan,3.47,1313,116345.0,10348,469515,US,2005,44.13,13,"['Album', 'Stereo']",['Rock'],"['Alternative Rock', 'Rock & Roll', 'Indie Rock']","Bluesy garage rock band from Detroit, Michigan (USA).

The band comprising the bass-free duo of [a278763] [vocals, guitar, keyboards] and [a367269] [drums, percussion]. The Whites, once married and divorced in March 2000, formed their lo-fi garage band in 1997. They officially ceased to perform in Feb 2011.

Previously the guitarist in garage band [a=The Go], Jack White's musical output in this fused twosome was heavily laced with folk blues, country, 60s Britpop and Broadway show tunes. Dressed in minimalist red and white outfits, the Stripes' striking stage presence was allied to their undeniable grasp of the rudiments of timeless rock music. Their debut was the 1997 single ""Let's Shake Hands"", followed by ""Lafayette Blues"" [[l105510]]. They then moved to the label [l13828] and began to receive acclaim for their act and eponymous [url=http://www.discogs.com/White-Stripes-The-White-Stripes/master/10338]1st album[/url], mixing astute cover versions ([a=Robert Johnson]'s ""Stop Breaking Down Blues"" and [a=Josh White]'s ""St. James Infirmary"") with some devastating originals.

By the time of the following year's [url=http://www.discogs.com/White-Stripes-De-Stijl/master/399]De Stijl[/url] [The Style], the media buzz surrounding the White Stripes had reached new heights. Of particular note was the duo's reception in the UK, where their music was lauded in national media, including [i]The Daily Telegraph, The Sun[/i] and even Radio 4's [i]Today[/i] programme - not normally known for its liberal music policy. The influential John Peel was quoted as comparing their importance to that of Jimi Hendrix and the Sex Pistols - although both those acts were originators, whereas the Whites clearly powerful interpreters. They certainly dispelled any question of hype, upon release of a third album, ""[url=http://www.discogs.com/White-Stripes-White-Blood-Cells/master/10332]White Blood Cells[/url]"", followed by ""[url=http://www.discogs.com/White-Stripes-Elephant/master/10341]Elephant[/url]"" in 2003. The latter recorded at London's tiny Toe Rag Studios, using pre-60s analogue equipment and only eight tracks. Produced by Jack White, the highly-successful album offered a contrast to the digital conformity of music emerging in the new millennium, reaching the top-ten in the US & going platinum in the UK.
"
2538,Coal Chamber,Chamber Music,3.07,209,85896.0,64762,380224,US,1999,55.1,16,['Album'],['Rock'],['Nu Metal'],"Formed in Los Angeles, California, USA, in 1993.

Coal Chamber are led by gruff vocalist Dez Fafara and operate in territory somewhere between the traditional hard riffing of Black Sabbath and the sensationalist techno rock of Marilyn Manson. Fafara met guitarist Miguel ""Meegs' Rascon through a classified ad, and they later added drummer Mike Cox and bass player Rayna Foss, the room-mate of Fafara's future wife.

They signed to Roadrunner Records in 1995 after being recommended by Dino Cazares of Fear Factory, and received widespread exposure in the metal press as that label's hottest new property since Machine Head. Their debut attained further strong reviews.
Their sophomore set, 1999's Chamber Music, was boosted by the inclusion of their highly popular cover version of Peter Gabriel's ""Shock The Monkey"", featuring Ozzy Osbourne on vocals. Foss, who gave birth to her daughter by Morgan Rose of Sevendust the same year, was temporarily replaced by Nadja Peulen. The arrangement became permanent in 2002. The band was further unsettled when Cox departed the same September. Coal Chamber split in 2003.

In late 2011 it was announced that Coal Chamber would be reformed."
2545,Our Lady Peace,Spiritual Machines,3.92,238,125054.0,265376,2910117,Canada,2000,63.73,15,"['Album', 'Enhanced']",['Rock'],['Alternative Rock'],"Our Lady Peace, colloquially OLP, is a Canadian alternative rock band founded in Toronto in 1992. Consisting of [a=Raine Maida] (vocals), [a=Duncan Coutts] (bass), and [a=Steve Mazur] (guitar). Until 2001, guitarist and founding member [a=Mike Turner (2)], was a member of the band. Long time drummer [a=Jeremy Taggart] left the band in June 2014."
2546,The Decemberists,Picaresque,3.91,717,264812.0,15099,2423139,US,2005,72.37,18,"['LP', 'Album', 'Limited Edition']",['Rock'],"['Folk Rock', 'Indie Rock']","Indie folk rock band from Portland, OR, USA, founded in 2000.

Line-up:
Colin Meloy: singer, songwriter
Chris Funk: guitar, multi-instrumentalist
Jenny Conlee: Hammond organ, accordion, melodica, piano, keyboards, harmonica
Nate Query: bass guitar, string bass
John Moen: drums, backing vocals, melodica, guitar"
2547,Our Lady Peace,Gravity,3.22,256,125054.0,135355,741579,Canada,2002,41.43,10,['Album'],['Rock'],['Alternative Rock'],"Our Lady Peace, colloquially OLP, is a Canadian alternative rock band founded in Toronto in 1992. Consisting of [a=Raine Maida] (vocals), [a=Duncan Coutts] (bass), and [a=Steve Mazur] (guitar). Until 2001, guitarist and founding member [a=Mike Turner (2)], was a member of the band. Long time drummer [a=Jeremy Taggart] left the band in June 2014."
2548,Joe Bonamassa,Blues Deluxe,4.04,54,900313.0,495030,14448564,US,2003,0.0,12,"['Album', 'Enhanced']",['Rock'],"['Blues Rock', 'Electric Blues']","American blues rock guitarist, singer and songwriter.
Born May 8th, 1977 in New Hartford, NY, USA.

His career began onstage opening for B.B. King in 1989, when he was only 12 years old.

Founder of [a6400986].
CEO and co-founder of [l3443149]."
2549,Secret Machines,Now Here is Nowhere,3.66,61,251770.0,37535,367366,US,2004,50.45,9,['Album'],['Rock'],"['Alternative Rock', 'Prog Rock']","Formed: 2000 in Dallas, TX, United States.
Members: 
Josh Garza (drums) 
Brandon Curtis (vocals, bass)
"
2561,Dream Theater,Octavarium,3.63,2729,260935.0,160122,483721,Europe,2005,73.43,8,['Album'],['Rock'],"['Prog Rock', 'Progressive Metal']","American progressive metal band, formed in Boston, Massachusetts, USA in 1985."
2582,Limp Bizkit,Significant Other,3.05,1751,108722.0,66028,367548,US,1999,62.78,16,"['Album', 'Enhanced', 'Stereo']","['Hip Hop', 'Rock']",['Nu Metal'],"Rap-Rock / Nu-Metal (Modern Rock) band from Jacksonville, Florida (USA).
Formed 1994

Forming as ""Limp Biscut"", changing to ""Limp Bizkut"", and again later to ""Limp Bizkit"" (though some concert flyers would continue to credit them as ""Limp Bizkut"" well into late 1997). 

[b]Current Members:[/b]
[a=Fred Durst] - Vocals (1994-)
[a=Sam Rivers (2)] - Bass/Backing vocals (1994-)
[a=John Otto] - Drums (1994-)
[a=Wes Borland] - Guitar, Backing vocals (1995-1996, 1996–2001, 2004–)
[a=Leor Dimant] (DJ Lethal) – Turntables/Sampling\Programming (1996–2012, 2018-)

[b]Former Members:[/b]
[a=Rob Waters (2)] – Guitar (1994–1995)
[a=Terry Balsamo] – Guitar (1996)
[a=Mike Smith (15)] – Guitar (2002–2004)

[b]Former touring & session musicians:[/b]
[a=Tsuzumi Okai] – Bass (2018)
[a=Samuel G. Mpungu] – Bass (2015–2017)
[a=Franko Carino] (DJ SK3L3TOR) – Sampling/Programming/Backing Vocals (2013–2017)
[a=Sammy Siegler]  – Drums (2005)
[a=Brian Welch] – Guitar (2003)
[a=Scott Borland] – Keys (1996)"
2586,I Would Set Myself On Fire For You,I Would Set Myself On Fire For You,3.62,145,1134335.0,1749810,2071051,US,2003,40.3,8,['Album'],['Rock'],"['Emo', 'Hardcore']","Screamo band from Atlanta, Georgia.  They formed in 2001 and broke up in July 2007. The band had two proper releases, many demo and self releases, and several projects that never materialized including: A self released 10"" split with Emphasis, a 7"" to be released on Delian League Records, and a 7"" split with La Clef on Be Happy Records.
 
Lindsey - viola & vocals
Paul - drums & synth
Justin - bass & vocals
Stephen - guitar & vocals
Tyler - synth & vocals

Former Members:
[a1674051] - guitar & vocals June 2001 - April 2003
Adam Newman - guitar & vocals June 2003 - November 2003"
2596,Stars,Set Yourself On Fire,3.87,316,127607.0,10005,340794,Canada,2004,53.22,13,['Album'],"['Electronic', 'Rock']","['Leftfield', 'Folk Rock', 'Downtempo', 'Indie Rock']","Indie pop band from Canada, formed in 2000.

Torquil Campbell - Vocals, keyboards, trumpet
Evan Cranley - Bass, guitar, trombone
Amy Millan - Guitar, vocals
Chris Seligman - Keyboards, programming, French horn
Pat McGee - Drums
Chris McCarron -- Guitar"
2609,As I Lay Dying,Shadows Are Security,3.52,2295,318222.0,129474,912893,US,2005,43.38,12,['Album'],['Rock'],['Metalcore'],"Metalcore band from San Diego, USA.

[b]Active years:[/b]
2001-2014, 2017-present"
2614,Zao,Parade of Chaos,3.49,248,255482.0,568033,4671716,US,2002,37.75,10,['Album'],['Rock'],['Metalcore'],"Zao is a metalcore band from Greensburg, Pennsylvania, and one of the metalcore groups that rose in popularity at the end of the 90's. Founded in 1993 in Parkersburg, West Virginia, Zao has hosted several musicians and endured numerous roster changes to the point where no original members remain. Former drummer Jesse Smith, singer Daniel Weyandt, and guitarists Scott Mellinger and Russ Cogdell are seen by most fans as the ""core"" of Zao.

Christianity has been a key influence in the band's work; because the founding members claimed to have a strong relationship with God, they were considered a devoted Christian band, which changed as time passed. Former drummer Jesse Smith slowly changed the band's vision. Because only half the band's members identified themselves as Christians, Zao no longer considered itself a Christian band but rather a group of open-minded artists. 
To date, Zao has completed ten full-length albums, three EPs, a two-disc DVD documentary and multiple concert tours, garnering a limited but global fanbase and earning critical praise in the process.

[b]Former members:[/b]
Roy Goudy - Guitar (1993-1997)
Jesse Smith - Drums (1993-2004)
Eric Reeder - Vocals (1994-1995)
Mic Cox - Bass (1994-1997)
Shawn Jonas - vocals (1995-1997)
Kevin Moran - Touring Bassist (1997)
Ron Gray - Guitar (1997-1998)
Brett Detar - Guitar (1997-1999)
Rob Horner - Bass (1999-2004)
Corey Darst - Touring Vocalist (2000-2001)
Matt Auxier - Touring Guitarist (2001-2002)
Joshua Ashworth - Touring Vocalist (2003-2004)
Shawn Koschik - Bass (2004-2005)
Stephen Peck - Drums (2004-2005)
Russ Cogdell - Guitar (1997-2006) (Left due to knee surgery, but joined the lineup again in 2007)"
2619,Static-X,Start A War,3.22,431,213304.0,80224,521613,US,2005,47.97,15,"['Album', 'Stereo']",['Rock'],['Nu Metal'],"Industrial/Nu Metal band from Los Angeles, California (USA).

Static-X formed in 1994 and released six studio album before going on a hiatus in 2010. In 2012-2013 frontman Wayne Static toured with his solo band under the name Static-X. Arguments about using the name without Campos permission led Wayne Static to touring under his own name instead of Static-X until his death in 2014.

On October 23, 2018, The remaining original Static-X lineup bassist Tony Campos, guitarist Koichi Fukuda and drummer Ken Jay announced that they were reforming the band in Static's honor, and would release Project Regeneration, their first studio album in eleven years."
2630,Snapcase,End Transmission,3.89,109,253705.0,190446,740597,USA & Europe,2002,45.65,13,['Album'],['Rock'],['Hardcore'],"Buffalo, New York (USA) based hardcore punk band formed in 1991. Snapcase quickly gained a strong following in the straightedge hardcore punk scene of the early to mid 90's, signing to Victory Records and releasing their debut LP, Lookinglasself in 1993. Slowly, over their numerous releases, the band constantly progressed towards a more heavy and metallic sound. The band broke up in 2005, playing their final show on January 22, 2005 in their hometown, Buffalo, NY before reuniting in 2010.
"
2634,No Use for a Name,Keep Them Confused,3.17,72,253259.0,409251,3374601,US,2005,35.35,13,['Album'],['Rock'],['Punk'],"No Use For A Name (sometimes abbreviated NUFAN or No Use) was a punk rock band from San Jose, California. Starting out in 1986 as a hardcore punk band, the group went through a number of early members until a lineup coalesced around singer/songwriter/guitarist Tony Sly and founding drummer Rory Koff. Their first two albums were released through the New Red Archives label, after which they signed to Fat Wreck Chords where they would remain, releasing seven studio albums and shifting to a melodic punk rock sound.

Bassist Matt Riddle (ex-[a=Face To Face] and [a=Pulley]) joined in 1995, and guitarist Dave Nassie (ex-[a=22 Jacks]) replaced Chris Shiflett (who left to join [a=Foo Fighters]) in 1999, cementing a lineup that would remain in place for ten years. Nassie left in 2009 and was replaced by Chris Rest (also of [a=Rich Kids On LSD] and [a=Lagwagon]), while Koff bowed out in 2010 and was replaced by Boz Rivera (ex-Rich Kids On LSD and [a=Mad Caddies]). No Use For A Name disbanded following Sly's sudden death in July 2012 at the age of 41."
2639,Louis XIV,The Best Little Secrets Are Kept,2.26,45,293171.0,156974,424988,US,2005,0.0,10,['Album'],['Rock'],"['Garage Rock', 'Indie Rock']","American rock band from San Diego, California. Founded in 2003 and disbanded in 2009."
2640,Foo Fighters,In Your Honor,3.36,1916,198282.0,62195,1333511,US,2005,83.25,20,['Album'],['Rock'],"['Alternative Rock', 'Hard Rock']","Alternative Rock band from Seattle, Washington, USA. Formed 1994, originally a one-man-band created by [a=Dave Grohl] in 1994-1995.

[b][u]Current Members:[/u][/b]
Dave Grohl - Vocals/Rhythm guitar (1994-)
Nate Mendel - Bass (1995-)
Pat Smear - Rhythm guitar (1995-1997 2006-)
Chris Shifflett - Lead guitar/Backing vocals (1999-)
Rami Jaffee - Keyboards (2017-)
Josh Freese - Drums (2023-)

[b]Former Members:[/b]
William Goldsmith - Drums (1995-1997)
Franz Stahl - Lead guitar/Backing vocals (1997-1999)
Taylor Hawkins (died 2022) - Drums/Backing vocals (1997-2022)"
2643,Trivium,Ascendancy,3.66,2897,299861.0,70703,2309345,US,2005,55.17,12,['Album'],['Rock'],"['Thrash', 'Hardcore', 'Heavy Metal']","Heavy metal / thrash / metalcore band from Orlando, Florida, USA.

Trivium was formed as a trio in 1999 by Brad Lewter (vocals, bass), Jarred Bonaparte (guitar) and Travis Smith (drums).

Matt Heafy joined the band only in late 1999 as a guitarist/backing vocalist.
When lead vocalist/bassist Brad Lewter left Trivium in 2000, Matt Heafy started to perform lead vocals as well.
Second founding member Jarred Bonaparte switched from guitar to bass - but left anyway in 2001.

Last founding member Travis Smith left the band in late 2009.

Current members
Matt Heafy – guitars (1999–present); backing vocals (1999–2000); lead vocals (2000–present)
Corey Beaulieu – guitars, unclean backing vocals (2003–present)
Paolo Gregoletto – bass, clean backing vocals (2004–present)
Alex Bent – drums, percussion (2016–present)

Former members:
Brad Lewter – lead vocals, bass (1999–2000)
Jarred Bonaparte – guitars (1999–2000); bass (2000–2001)
Richie Brown – bass (2001)
George Moore – guitars (2003)
Brent Young – guitars (2000–2001); backing vocals (2000–2004); bass (2001–2004)
Travis Smith – drums, percussion (1999–2010)
Nick Augusto – drums, percussion (2010–2014)
Mat Madiro – drums, percussion (2014–2015)
Paul Wandtke – drums, percussion (2015–2016)"
2653,Nickelback,The Long Road,2.21,1090,108713.0,141367,1335195,Europe,2003,40.47,11,"['Album', 'Stereo']",['Rock'],"['Hard Rock', 'Grunge']","Alternative rock band from Hanna, Alberta (Canada).

The band was formed in 1995. The band having sold almost 50 million albums worldwide, ranking as the 11th best selling music act of the 2000s, and is the 2nd best selling foreign act in the U.S. behind The Beatles for the 2000's."
2657,Smash Mouth,Fush Yu Mang,3.24,177,90040.0,130871,686676,US,1997,36.88,12,"['Album', 'Stereo']",['Rock'],"['Pop Rock', 'Ska']","Pop rock band from San Jose, California, USA.
Formed in 1994.

[b]Current Members:[/b]
Paul De Lisle – Bass/Backing vocals (1994–)
Michael Klooster – Keyboards/Programming/Backing vocals (1997–)
Randy Cooke – Drums/Backing vocals (2010–2011, 2011–2012, 2013, 2016–2018, 2018–)
Sean Hurwitz – Guitar/Backing vocals (2011–2012, 2012–2016, 2019–)
Zach Goode – Lead vocals (2022–)

[u]Former Members:[/u]
Steve Harwell – Lead vocals/Piano/Keys (1994–2021; died 2023)
Kevin Coleman – Drums (1994–1999)
Greg Camp – Guitar/Backing vocals/Keys/Turntables (1994–2008, 2009–2011, 2018–2019)
Michael Urbano – Drums (1999, 2000–2006, 2009–2010, 2014, 2018)
Mitch Marine – Drums (1999–2000, 2006, 2007–2009, 2010)
Jason Sutter – Drums/Backing vocals (2006–2007, 2011, 2013–2016)
Leroy Miller – Guitar/Backing vocals (2008–2009)
Charlie Paxson – Drums/Backing vocals (2011, 2012–2013)
Mike Krompass – Guitar/Backing vocals/Keys (2012)
Sam Eigen – Guitar/Backing vocals (2016–2018)"
2663,Motion City Soundtrack,I Am the Movie,3.73,545,319670.0,298568,459751,US,2003,43.05,15,"['Album', 'Enhanced']",['Rock'],"['Pop Punk', 'Power Pop']","An American rock band from Minneapolis, Minnesota formed in 1997 and disbanded in 2016. Only two of the founding members are still a part of the lineup: lead vocalist and guitarist [a=Justin Pierre] and lead guitarist and backing vocalist [a=Joshua Cain]. The band also includes keyboardist and moog synthesist [a=Jesse Johnson (2)], bassist and backing vocalist [a=Matt Taylor (2)], and drummer [a=Tony Thaxton]"
2668,King Diamond,The Puppet Master,3.59,214,252162.0,58187,508330,Germany,2003,86.27,13,['Album'],['Rock'],['Heavy Metal'],"This page is for the band King Diamond.  All credits for the person King Diamond are to be put under [a=King Diamond (2)].

The King Diamond band was formed in 1985 by Danish vocalist King Diamond following the break-up of his previous band, [a=Mercyful Fate].  The original line-up consisted of Diamond, his former Mercyful Fate bandmates Michael Denner (guitar) and Timi Hansen (bass), and Swedes Mikkey Dee (drums) and Andy LaRoque (guitar).  This line-up lasted for two albums before Denner and Hansen departed, the first of many line-up changes for the band.  To date, LaRoque is the only musician besides King Diamond to appear on every King Diamond band release.

With the King Diamond band, Diamond traded the occult-based and blasphemous lyrics of Mercyful Fate for a gothic horror approach.  Almost all of the lyrics on King Diamond's albums revolve around a specific story.  Only the band's debut, ""Fatal Portrait,"" and 1995's ""Spider's Lullaby"" stray from this formula, although, even in those cases, several of the songs on the albums feature lyrics that are related to each other.  In 2003, Hungarian vocalist Livia Zita was brought onboard to provide female vocals.  It marked the first time that King Diamond worked with another vocalist on any of his projects (excluding any guest appearances he made on other artists' projects).  King and Livia were later married.

The group saw their commercial success reach its peak in the mid and late 1980's, and their second album, ""Abigail"" is considered a heavy metal classic.  The group was also a target for parents' and watchdog groups who objected to King Diamond's image and what they perceived to be questionable content (although the latter was mostly based on the King's work with Mercyful Fate and his personal connections to Anton LaVey's Church of Satan).  The band has continued to work steadily, although they have been on hold in recent years because of King Diamond's health issues, which include back surgery in 2007, and a triple-bypass in 2010."
2672,Bury Your Dead,Cover Your Tracks,3.31,305,370751.0,561181,4421264,US,2004,31.23,12,"['Album', 'Promo']",['Rock'],"['Hardcore', 'Heavy Metal']","American metalcore band from Boston, Massachusetts.
Formed in 2001."
2674,Eric Clapton,461 Ocean Boulevard,3.79,186,17827.0,69859,585141,US,1974,39.72,10,"['LP', 'Album']",['Rock'],['Blues Rock'],"Prolific English blues-rock guitarist, singer, songwriter/composer, and producer, affectionately known as ""Slow Hand"". Born 30 March, 1945 in Ripley, Surrey, England, UK.

Early career timeline:
[a=The Yardbirds] October 1963-March 1965.
[a=John Mayall & The Bluesbreakers] April 1965-June 1965; October 1965-July 1966.
[a=Eric Clapton And The Powerhouse] March 1966.
[a=Cream (2)] July 1966-May 1968.
[a=Blind Faith (2)] 8 February 1969-August 1969.
[a=Derek & The Dominos] Spring 1970-1971

His holding company was [l267110] from 20 October 1967 to 6 November 2018.
Recipient of eighteen Grammy, four Ivor Novello awards, and the Brit Award for Outstanding Contribution to Music.
Three times inducted into Rock And Roll Hall of Fame in 2000 (Solo artist, Performer with [a=The Yardbirds], Performer with [a=Cream (2)]). Inducted into Songwriters Hall of Fame in 2001.
Received the Order of the British Empire (CBE-Commander) in 2004.
Son of [a=Patricia Molly Clapton] but he was raised by her mother [a=Rose Clapp] after giving birth at age sixteen. His partner from late 1960s to 1974 was [a=Alice (58)]. Married to [a1401442] from 27 March 1979 (in Tucson, AZ, USA) to 1989. In 1984, he began a relationship with [a=Yvonne Kelly]. Although they were married to other partners at the time, they had a daughter together, [a=Ruth Kelly-Clapton] (born in January 1985); her existence was kept from the public until the media realised she was his child in 1991. He had an affair with Italian model [a=Lorry Dal Santo] who gave birth to their son, Conor (21 August 1986 - 20 March 1991). He married [a=Melia Clapton] (née McEnery) on 1 January 2002 in his birthplace; together they have three daughters, [a=Julie Clapton], [a=Ella Clapton], and [a=Sophie Clapton]."
