artist,title,artist_id,master_id,main_release_id,release_country,year,album_length,tracks,release_type,genres,styles,artist_profile
25 Yard Screamer,Approaching From An Oblique Angle,2213563,,10134809,UK,2004,54.23,11,['Album'],['Rock'],['Prog Rock'],"Neo progressive rock band hailing from Carmarthenshire, Bridgend and Cardiff in South Wales, UK. The band formed in 2002 after Donal Owen and Matt Clarke augmented Nick James at a showcase gig in Bracknell, for his solo project."
Skill 7 Stamina 12,Robotics With Strings,192705,,2123044,UK,2004,0.0,12,['Album'],['Rock'],"['Alternative Rock', 'Art Rock']",
Circusact,"No History, No Consequences",4567161,,7343351,UK,2004,18.38,7,['Album'],['Rock'],"['Hardcore', 'Post-Punk']","CircusAct are a three-piece pop combo from Southampton who play intelligent hardcore music in the style of Braid, Fugazi and Bob Tilton."
Crone (11),Fair Ter Middlin',7145406,,13603219,UK,2004,30.38,10,['Album'],['Rock'],['Pop Punk'],
Ga Ga (3),Giggin' For Gold,2937287,,13120989,UK,2004,53.02,13,['Album'],['Rock'],['Classic Rock'],
InDread Cold,Underaba,7123934,,4570137,UK,2004,42.63,8,['Album'],['Rock'],"['Doom Metal', 'Experimental', 'Gothic Metal']","InDread Cold was a Polish gothic metal band formed in 2002. The band released one album, [r=4570137], before becoming dormant."
The Furious Sleep,The Furious Sleep,1592506,,16813584,UK,2004,0.0,7,['Album'],['Rock'],['Prog Rock'],
Homophobic Gay,Demo '04,7478785,,14383487,UK,2004,0.0,13,['Album'],['Rock'],"['Grindcore', 'Noise', 'Black Metal']",
Burst Rondo,As Shadows,6825369,,12831367,UK,2004,0.0,10,['Album'],['Rock'],"['Alternative Rock', 'Prog Rock', 'Progressive Metal']",
Old Ernie,Not Anybodies Cup Of Tea,3802399,,5637890,UK,2004,0.0,19,['Album'],['Rock'],['Experimental'],
Darrel Higham,The Cochran Connection Vol.2,1265319,,8661768,UK,2004,0.0,20,['Album'],['Rock'],"['Rock & Roll', 'Rockabilly']","English rockabilly guitarist, born 5 January 1970 in Bedford, England."
The Roosters (15),The Money Shot!,5812806,,10417094,UK,2004,0.0,9,['Album'],['Rock'],[],
Nozzle,Twisted Vision,1574193,,15003858,UK,2004,0.0,10,['Album'],['Rock'],['Alternative Rock'],
Goat Horns,Magician Of Black Chaos,1916426,,4180423,UK,2004,0.0,5,['Mini-Album'],['Rock'],['Black Metal'],
P.M.T. (2),Acupuncture For The Soul,2147879,,2746389,UK,2004,51.27,70,"['Album', 'Enhanced']",['Rock'],"['Alternative Rock', 'Nu Metal']",
7 Sins (5),7 Sins,5256121,,9037828,UK,2004,0.0,11,"['Album', 'Promo']",['Rock'],"['AOR', 'Hard Rock']",
Intrigue (15),Ex Vox,5676407,,14997422,UK,2004,34.55,8,"['Album', 'Compilation']",['Rock'],"['Prog Rock', 'Indie Rock']","Formed from the band [a=Axiom (41)]and then [a=Crowd Control (9)]

There are five band members. Andy Forbes (lead vocal, lead guitar), Mark Ambrose (acoustic and electric guitar), Tim Shelley (drums, vocals), Paul Young (Bass guitar, vocals), Mike Shelley (keyboards, occasional guitar, vocals, songwriter - for band development - and lyrics).

""As Intrigue, we have been developing our musical style for 40 years (and via some name changes along the way) from a pop-folk-rock combination in the mid-1970s, through a moderately successful new wave period in the 1980s (as Crowd Control), to the current sound, which is best described as indie-prog. The music is strong on songs and melody, but with plenty of space for experimentation and instrumentals. The foundation of our music is a Christian worldview, with a tendency to write at a tangent to the usual gospel approach and lyrics""."
The Green Ray,Fragile World,1828700,,9038713,UK,2004,0.0,8,"['Album', 'Stereo']",['Rock'],['Psychedelic Rock'],"Members past and present: Kenneth Whaley, Richard Treece, Simon Whaley, Simon Burgin, Simon Haspeck, Jeff Gibbs, Martin James Gee, Mark Cullum."
Forest Giants,In Sequence,735838,,1020677,UK,2004,27.35,9,['Mini-Album'],['Rock'],"['Lo-Fi', 'Indie Rock']","Tim Rippington (Guitar, Vocals, Keyboards)
Tom Adams (Drums)
Ruth Cochrane (Bass, Vox Jaguar)
Paula Knight (Violin, Keyboards, Vocals)
Pete Stillman (Guitar)
Belinda Davies (Trumpet)
Andrew Jarrett (Drums)
Matty Green (Bass)
Jo Head (Drums)
"
Benny (28),All Things Come To An End,2583833,,7248301,UK,2004,15.7,6,['Mini-Album'],['Rock'],['Punk'],
Rose Kemp,Mini–Album,573543,,2961520,UK,2004,0.0,7,['Mini-Album'],['Rock'],"['Folk Rock', 'Indie Rock']","Rose Kemp (born 11 December 1984) is an English singer, songwriter and guitarist whose work has moved from acoustic folk to doom metal. As the daughter of [a=Maddy Prior] and [a=Rick Kemp] from [a=Steeleye Span] (with whom she sang live while still a teenager), it is perhaps not surprising that Rose Kemp's early material (the Glance album) is largely acoustic folk. However, from that point on, she began to move into a more heavily guitar-orientated direction and it is perhaps significant that Glance is the only one of her albums that Kemp does not acknowledge on her website.

Mini-Album and A Hand Full Of Hurricanes can probably best be characterised as hard-edged indie-folk rock but Unholy Majesty and Golden Shroud have moved decisively into metal-edged doom rock, with Rose Kemp's image similarly moving."
Paul Armfield,The Seaview Sunday Morning Sessions,187921,,7243853,UK,2004,0.0,9,"['Album', 'Promo']",['Rock'],['Acoustic'],"Singer-songwriter, guitarist and bassist born in Birmingham and grown up on the Isle of Wight."
The Beale,21 Years In Kranj,76412,,10274201,UK,2004,0.0,6,['Mini-Album'],['Rock'],['Post-Punk'],
The Fondlers,Crude Sexual Humour,5579566,,9860212,UK,2004,0.0,15,"['Album', 'Promo']",['Rock'],"['Avantgarde', 'Parody', 'Indie Rock']","Anglesey, North Wales band (c2004), feat; Sam Bond. Songs based around porn"
Sam Hammond,171203,951510,,3711183,UK,2004,0.0,6,['Mini-Album'],['Rock'],['Indie Rock'],
Pete Townshend,Live > Brixton Academy '85,256053,,4006390,UK,2004,0.0,27,"['Album', 'Stereo']",['Rock'],['Classic Rock'],"British guitarist, composer, singer, multi-instrumentalist, producer and author, born 19 May 1945 in Chiswick, West London, England, UK. He is best known for his more-than 50-year association with the rock band [a=The Who], as co-founder and leader, principal songwriter, guitarist, and vocalist.

Established and owned [l=Pete Townshend's Home Studio] (a series of six home studios). In the early 1970s, he unveiled a number of companies under the umbrella of [url=/label/269086]Eel Pie[/url], which incorporated the studios [l=Goring Studios], [l=Boathouse Studios]/[l=Oceanic Studios, Twickenham]/[l=Eel Pie Studios] (in Twickenham, London), [l=Eel Pie Studio, Soho, London] and [l=Grand Cru Studios]. He sold the studios in 2008.

In 1983, Townshend received the Brit Award for Lifetime Achievement. In 1990, he was inducted into the Rock and Roll Hall of Fame as a member of The Who. Grammy Award winner in 1994 (Best Musical Show Album, for [m=572286]) and again in 2001 (Lifetime Achievement Award). In 2001, he received the Ivor Novello Award for Lifetime Achievement.

Son of [a=Cliff Townshend] and oldest brother of [a=Paul Townshend] and [a=Simon Townshend]. Owner of [a=Towser]. On 20th May 1968, he married Karen Astley, thus becoming son-in-law of [a=Edwin Astley] and brother-in-law of [a=Jon Astley], [a=Virginia Astley] and [a=Alison Astley]. He and Karen's children are [a=Emma Townshend] (born 28.3.1969), [a=Aminta Townshend] (born 24.4.1971) and Joseph Townshend (born 1989). He and Karen separated in September 1994 and finally divorced in 2009. He then secretly married [a=Rachel Fuller] in Twickenham, London, in December 2016 (more than two decades after their romance began)."
Hundred Reasons,Live Bootleg,441750,,4750997,UK,2004,0.0,13,['Album'],['Rock'],['Alternative Rock'],"English alternative rock band from Aldershot, Hampshire, formed in 1999.
They have won three Kerrang! awards: 'Best New Band' (2000), 'Best Album' (2002) and 'Best Unsigned Act' (2004).
"
Eve Selis,Nothing But The Truth,3142125,,7285062,UK,2004,55.18,13,['Album'],['Rock'],['Country Rock'],"American country music singer and songwriter
Married to [a=Tom Gulotta]."
Fatskins,Welcome To Arizona,1693708,,2100047,UK,2004,41.58,15,['Album'],['Rock'],"['Oi', 'Punk']","An oi! band from Phoenix, Arizona, USA."
Dee Rangers,"Backs To the Past, Bollocks To the Future",1240096,,6848955,UK,2004,33.08,15,['Album'],['Rock'],['Garage Rock'],"Swedish Garage Rock band from Stockholm, Sweden formed in 1995."
Roman Jugg,Papá Loco,236326,,6592735,UK,2004,0.0,11,['Album'],['Rock'],"['Post-Punk', 'Goth Rock']","Keyboard player and guitarist, born 25th July 1957 in Caerphilly, South Wales.
In late 1981, keyboard player Roman Jugg joined the Damned. In September 1984 The Damned signed a new deal with MCA Records and at about this time Roman Jugg moved to guitar. He left the band in 1989. Jugg also plays on some Nurse With Wound records."
Monkey Boy (4),The Creature Of Doctor Rumpledink,772168,,2709794,UK,2004,0.0,20,['Album'],['Rock'],['Alternative Rock'],"Minimalist trio from London, comprised of 2 bassplayers and a singing drummer.
They were formed in '95 by the Warren brothers, Paul (drums & vocals), and Mark (bass).

"
Red Wedding (2),Red Wedding,4535802,,7305605,UK,2004,0.0,10,['Album'],['Rock'],"['Folk Rock', 'Acoustic', 'Lo-Fi']",
Elegant Simplicity,Aquatorium,1368561,,7937150,UK,2004,71.9,11,['Album'],['Rock'],['Prog Rock'],British multi-instrumentalist [a1368560]'s progressive/AOR/melodic rock project
Homescience,Jungling,595606,,4350809,UK,2004,0.0,12,['Album'],['Rock'],['Indie Rock'],Four-piece indie rock band from Edinburgh formed in 2000. Released records on [l25555] and [l36757] records.
Neverthemore,Neverthemore,1735340,,2159238,UK,2004,34.42,8,['Album'],['Rock'],"['Emo', 'Indie Rock']","Rock band from Watford, Great Britain.

Featuring ex-Spycatcher member [a=Thomas Mitchener] and ex-Gallows member [a=Lee Barratt]."
Random Noise Generator,Random Noise Generator,1899895,,11651586,UK,2004,0.0,10,['Album'],['Rock'],[],"Nu metal/alternative band from the United Kingdom.
Members:
Loz H (drums, programming)
RJ (guitar, vocals, programming)
Colin Edwin (bass, percussive objects)
"
Blind To,Promising Dreams: Selling Nightmares,6867437,,12933220,UK,2004,0.0,13,['Album'],['Rock'],"['Post-Hardcore', 'Nu Metal']",
Nar (10),Narmagedon,6051452,,10968094,UK,2004,0.0,17,['Album'],['Rock'],[],
Calamateur,The Old Fox Of '45,375716,,7652829,UK,2004,0.0,10,['Album'],['Rock'],['Indie Rock'],
Fighting Cougars,Fighting Cougars,3804581,,5643016,UK,2004,11.37,12,['Album'],['Rock'],"['Punk', 'Thrash', 'Hardcore']",
The Realm (2),Bites,302152,,8571327,UK,2004,38.2,10,['Album'],['Rock'],['Goth Rock'],"Gothic band from England 
Formed in 1997 after the first disband of 13 Candles
"
Arkitekt (3),What Makes Your World Go Round?,4667568,,7609408,UK,2004,0.0,10,['Album'],['Rock'],['Alternative Rock'],"From Pensacola, Florida.
"
Diseased Maggotectomy,Incoherent Vomitative Blasphemies,1263267,,9666043,UK,2004,45.27,18,['Album'],['Rock'],['Grindcore'],"Goregrind band from Newcastle Upon Tyne, England, United Kingdom"
The Owsley Sunshine,Another Kind Of Summer,4646124,,16456881,UK,2004,30.97,10,['Album'],['Rock'],['Power Pop'],
Copperface,Tooth And Nail,7724018,,14932407,UK,2004,0.0,11,['Album'],['Rock'],[],
The Wisemen (3),26 Songs,3377963,,7722099,UK,2004,0.0,26,['Album'],['Rock'],"['Folk Rock', 'Alternative Rock']",
Snail (12),last.dog.in.space.,4358292,,15329101,UK,2004,0.0,16,['Album'],['Rock'],"['Punk', 'Alternative Rock']",
Quidest,Boddi Wrth y Lan,2072743,,10971493,UK,2004,0.0,12,['Album'],['Rock'],['Indie Rock'],
Denise Black,First Fourteen,2885794,,10440867,UK,2004,44.35,14,['Album'],['Rock'],['Rockabilly'],"British actress who is most known for her roles in the soap operas, [url=https://www.discogs.com/artist/2726325-The-Coronation-Street-Cast]Coronation Street[/url], and Emmerdale. She also sings in her band, The Loose Screw."
Full Speed Alone,Just Remember Not To Sleep Too Quietly,5837216,,17680438,UK,2004,69.83,19,['Album'],['Rock'],['Indie Rock'],"Indie band from Plymouth, UK."
Carbon Atom,Restart,5522735,,9719803,UK,2004,0.0,12,['Album'],['Rock'],['Indie Rock'],"Band from Liverpool, UK, active early 2000s, initially named Indica Brew."
Gutworm,Ruin The Memory,578289,,2194464,UK,2004,0.0,10,['Album'],['Rock'],['Death Metal'],"Grindcore / death metal band from Wellingborough, Northamptonshire, England.
Formed in 1999. No longer active."
Eric Roche,With These Hands,2555081,,6725462,UK,2004,53.48,13,['Album'],['Rock'],['Acoustic'],
The Scaramanga Six,Cabin Fever,545504,,2765978,UK,2004,45.3,12,"['Album', 'Enhanced']",['Rock'],['Alternative Rock'],"The Morricones run their own label, [l=Wrath Records]."
Ox (6),Blood,567866,,775804,UK,2004,0.0,6,['Mini-Album'],['Rock'],['Alternative Rock'],
Zyllah,The True Wilderness,5528491,,9733709,UK,2004,0.0,6,['Mini-Album'],['Rock'],"['Punk', 'Hardcore']",
Hang Fire,The Waking Hour,5724105,,10216008,UK,2004,0.0,11,"['Album', 'Stereo']",['Rock'],['Prog Rock'],
Thea Gilmore,Loftmusic,363200,,30439769,UK,2004,32.9,10,"['Album', 'Promo']",['Rock'],['Folk Rock'],"British singer-songwriter, born 25 November 1979 in Oxford, England, UK. Formerly married to [a=Nigel Stonier]."
Big Eyed Fish,Blow The 'Kin Roof Off!,4533089,,7298962,UK,2004,25.85,5,['Mini-Album'],['Rock'],[],
Freedom (9),Through The Years,393501,,7136585,UK,2004,33.63,6,"['Album', 'Reissue']",['Rock'],['Blues Rock'],"Freedom is a psychedelic/progressive rock band from England, United Kingdom, that was formed in 1967. The band split up in 1972. Formed initially by [a=Procol Harum] members [a=Ray Royer] and [a=Bobby Harrison], who had performed on the hit single [m=67316]. Royer and Harrison then formed Freedom with Steve Shirley and Tony Marsh, who was immediately replaced by pianist / organist [a=Mike Lease], releasing two German singles and the soundtrack for the [a=Tinto Brass]/[a=Dino de Laurentiis] film Attraction (original title [m=229393], also known as Black on White). In 1968, Harrison entirely overhauled the group's membership, and the new line-up began recording with more of a hard rock sound, scoring tour dates with [a=Black Sabbath], [a=Jethro Tull], and [a=The James Gang]. They achieved great renown for their excellent version of [a=the Beatles] song Cry Baby Cry on their second album [m=253548]. Further line-up changes occurred before the band finally splintered in 1972, with Harrison going on to [a=Snafu (6)]. "
Cruel Humanity,Creatures Of Fear,843133,,1007855,UK,2004,48.47,8,['Album'],['Rock'],"['Heavy Metal', 'Black Metal', 'Experimental']","Experimental Symphonic Black Metal band from Derby, UK. Formed in 1997."
Unknown Artist,The Music Of Elvis Presley – 17 Instrumental Hits,355,,6687742,UK,2004,45.85,17,['Album'],['Rock'],['Rock & Roll'],
Levi Dexter & The Ripchords,Tear It Up,333434,,1923352,UK,2004,0.0,14,['Album'],['Rock'],['Rockabilly'],US based rockabilly band.
Undying Legacy,Tales Of The Newly Bereaved,396745,,5260459,UK,2004,0.0,16,['Album'],['Rock'],['Goth Rock'],
Alan Mills (5),Let's Groove!,6142617,,11627828,UK,2004,0.0,15,['Album'],['Rock'],['Rock & Roll'],Lead vocalist of the UK band [a168370] (1975-1980).
Goober Patrol,Songs That Were Too Shit For Fat,200094,,7158482,UK,2004,43.27,16,['Album'],['Rock'],"['Punk', 'Hardcore']",Norwich punk band
Corrosion (2),- n - y - a - g - a -,1496518,,8032383,UK,2004,0.0,11,['Album'],['Rock'],['Goth Rock'],Corrosion formed by members of the band All Living Fear by Matthew North and Paul Roe Active from 2001 - 2008
The Crashers (3),Love School,7881120,,15261058,UK,2004,0.0,10,['Album'],['Rock'],"['Rock & Roll', 'Blues Rock']",
The Kirkz,Over The Top,1993144,,11495305,UK,2004,0.0,16,['Album'],['Rock'],['Punk'],
Philip Kane,Time: Gentlemen,4088875,,6279321,UK,2004,0.0,12,['Album'],['Rock'],[],
Roundabout (6),Better In Than Out,3770995,,9775824,UK,2004,0.0,12,['Album'],['Rock'],['Mod'],"Rob Dady - Bass, vocals
Lee Armitage - Lead vocals
Matty Bane - drums
Steve Hendry - guitar
Steve Paul - Guitar
Ben Watts - guitar
Andy Gibbons - vocals
Nigel Gwynepp - guitar
Dean Sweeney - guitar
Steve Rose - drums


Longer ago than they care to remember (1992-Ed), there was a band called Quiet Melon. Taking their name from the infamous Small Faces/Artwoods hybrid, they played raw 60's influenced garage and R'n'B. Sort of Prisoners/Creeps but without the keyboards!

Band members were :-
Rob Dady - Rhythm guitar
Lee Armitage - Vocals
Nigel Gwennap - Lead Guitar
Paul Doody - Bass
Hoppy - Drums

After blagging support slots with Glen Matlock (ex Sex Pistols), The Selecter and Doctor & the Medics, they were soon headlining themselves, and built up a loyal following. Like all line-ups though, it couldn't last. And anyway, The band couldn't keep up with Hoppy's drumming! Time for a change, and in came Kieron Battles on drums. A name change (for one gig only they were called Decembers Children) and couple of demo's were released, and despite lots of interest from the majors (Chrysalis records take note), the band never managed to sign the exclusive deal they'd hoped for. Paul left to pursue other projects, and Kieron went on to join Cinnamon Smith. Nigel, being Nigel, went off (he has a tendency to let his mind wander) and continued doing his thing with Black Cat. So in came Lee Harris (ex Tree House/The Cynics) on Bass, Matty Bane (ex Hip Tracies) on drums, and Steve Paul on Lead Guitar.

But something wasn't working. Lee Harris was really a frustrated guitarist so left to do his own thing. Rob switched to Bass (a smart move), which left a space for another guitarist, and in came Steve (Jock) Hendry. Now they were Roundabout!! This line up carried on quite successfully for a year or so, but there was trouble brewing in the ranks!! Lee Harris (the old bass player) was in the throws of forming a new band, Carnival, and the best singer he'd seen was already in a band, Roundabout infact. This was very flattering to singer Lee, and as he was already thinking it was time for a change, agreed to join him. Lee then sang in both of these bands for 6 months, but Rob was not best pleased, and Lee was subsequently sacked! The 2 of them not parting amicably, which was a great shame as they'd been mates for years.

Still.....on with the story. Steve Paul had new work commitment and so had to leave, which left just Rob, Matt and Jock. They needed a new singer and guitarist. They found and asked Nigel who as well as playing guitar now took on the keyboards, so he was back. Just a new singer required. Who could they find? Up step Andy Gibbons (ex Reverberation) who quickly learnt the songs and the show went on. Rob continued writing songs (on his own since Lee had left) and into the studio they went. Out they came with the album ""It's nice to be nice"" - a selection of old and new songs, Released by Arc Records. Incidentally, you'll notice that there's no songwriting credit for Lee Armitage as he and Rob still weren't talking, even though he was partially responsible for some of the songs. The album received much acclaim, but the touring was taking its toll. The boys like a drink at the best of times don't you know, amongst other things!! So they split. Simple as that. What once was great came to an end. Quite abruptly. Back to their day jobs. Back to the Hell of their day jobs!! A year went by. Jock wasn't happy. Rob wasn't happy. Lee (now ex Carnival/Nixon) wasn't happy. ""Lets get the old band back together"", cried Jock. ""Oh, go on then"", was the reply. Rob and Lee made up, Steve Paul came back on guitar, but Matty bane was now firmly ensconced in The More Specials. They needed a drummer, and up stepped Joe Tatley (ex Inflatable Sharks).

The line up was now
Rob Dady - Bass guitar
Lee Armitage - Vocals
Jock Hendry - Rhythm Guitar
Steve Paul - Lead Guitar
Joe Tatley - Drums

They rehearsed a batch of songs that came together so quickly it was unbelievable, and within a matter of weeks were back out gigging again. How they had missed it, and judging by crowd reactions, how they'd been missed!! They carried on for 6 months, but Steve Paul wasn't enjoying the live work (if he was honest, he preferred the studio anyway), so Ben (Phil O’pino) Watts was drafted in as his replacement. During all this, Lee had had a little boy, Oscar, and Jocks girlfriend was pregnant (with Jessica). Jock decided to leave, so Ben took over lead guitar. Erin Bardwell (ex Skanksters/Unity/The More Specials) was also drafted in on keyboards. Then Jock decided he didn't really want to go. So he stayed.

Now there were six!!
Rob Dady - Bass guitar
Lee Armitage - Vocals
Jock Hendry - Lead Guitar
Ben Watts - Rhythm Guitar
Erin Bardwell - keyboards
Joe Tatley - Drums

Into the studio again to record the EP ""Maximum Power Pop"". Maximum as a nod to The Who. Power Pop as the only way they could now describe the volume/intensity of their new live shows. Lee was a Mod after all!! October 2002 saw the departure of Joe and Jock to join Nova, a local covers band. It was a shame, but meant that original band members Matty Bane and Steve Paul could rejoin. This was the first time this original line up had played together in quite a few years, and the gigs rocked. Anyone who saw their version of Tin Soldier that night in December at Riffs would testify. Erin then left after the Christmas 2002 show to concentrate on his solo album, and Matty went with him. How could he refuse? They were recording in Jamaica after all!! So in came Steve Rose (ex Steerpyke) on drums. The next few months were filled with lots of recording and a few gigs (not enough), and then a break in the summer as Steve Roses’ wife Charlotte gave birth to their twins, Isaac and Esmé. A brother and sister for Maisie. During this break period, Ben decided to go his own way, and left to form a band with ex Roundabout singer Andy Gibbons and ex Carnival guitarist Lee Harris, the latter now playing drums. The Quezon City Rocket Corps. were then born! So, in came new boy Sam Drew on keyboards.

The line up was now:-
Rob Dady - Bass guitar, b. vox
Lee Armitage – Vocals, harmonica, guitar, tambourine, maraccas
Steve Paul - Lead Guitar, b.vox
Sam Drew - keyboards
Steve Rose - Drums

Incidentally, Matty Bain has now joined legendary Ska outfit Bad Manners. Dec 2003 saw the departure of Sam Drew, to be replaced by Dean Sweeney on guitar. Dean was a friend of Lee and Robs from years ago. In fact Lee was nearly the singer in Deans band The Rhythm Method back in 1985, but unfortunately it never came off as the drummer left to join the Army. But that's another story. Incidentally the bass player in that band was local Face Dean Belcher. He's now a famous photographer.

The current line up is now:-
Rob Dady - Bass guitar, b. vox
Lee Armitage – Vocals, harmonica, guitar, tambourine, maraccas
Steve Paul - Lead Guitar, b.vox
Dean Sweeney - Guitar
Steve Rose - Drums, b. vox
"
Idiot Son,Lummox,2459547,,3504440,UK,2004,0.0,8,['Album'],['Rock'],['Indie Rock'],"London-based indie pop band. First formed in 1998, it took Idiot Son until 2000 to release their first single ‘Sunflowers’ and then another four years before they released their debut album, ‘Lummox’, which came out on Thompson’s own label, Poppycock.

Original line-up:
Andy Thompson (vocals, guitar, songwriter)
Jonathan Brigden (cello)
Bob Broadley (guitar)
Chris Taylor (bass)
Mark Lloyd (drums)
"
X Eagle Piss X,"Like You're Always Saying ""Nothing""",1565357,,1922578,UK,2004,0.0,2,['Album'],['Rock'],[],
Inecto School,Wrangthorn,740165,,10604196,UK,2004,0.0,13,['Album'],['Rock'],[],"THE INECTO SCHOOL was an improvising experimental music group formed in 2003 by Andrew, Mike, Will, Lee, Stewart in the Hyde Park area of Leeds, UK. This founding line-up evolved out of previous combos with fluid memberships such as To Suckle The Pups and BackDrumMower.
The INECTO SCHOOL's instrumentation of double bass, trumpet/flugelhorn, drumkit, voice, guitar and percussion resembled that of a jazz band and their method was totally improvised but their music did not fall easily into any single musical category.
They recorded their music extensively in private sessions and performed live at concerts in Leeds and Glasgow through 2003-04, supporting artists such as Jack Rose, Frog Pocket, The One Ensemble of Daniel Padden and McWatt.  Recordings of these INECTO SCHOOL concerts were issued as 'The Together Road Tapes' (2CDR set) in 2005.
INECTO SCHOOL produced several self-released albums in small runs on CDR, with handmade covers, beginning with St. Vitus' Dance (2004); Wrangthorn (2004) and Night Works (2010). The band assembled their albums as 'scrapbooks' made up of edited extracts from longer improvised recordings. Sessions taped in 2003-04 provided the source material for all the group's album releases up to 2010.  These albums were co-produced/mastered variously by Daniel Padden, Matthew Robson and Alan Jenkins.
In September 2004 the original line-up ceased playing together with the relocation of two members abroad. 
In 2022 THE INECTO SCHOOL published a re-issue box set of its first three albums (supplemented by selected concert recordings) as RITUAL STILLS in an edition of 100, including facsimiles of original artwork and an illustrated booklet."
Valleum,The Whitey Album,5793176,,10695183,UK,2004,0.0,13,['Album'],['Rock'],['Psychedelic Rock'],"Psychedelic rock band formed 1997 in Amlwch, Anglesey, North Wales. Changed name to Seagull Kinevil in 2010"
The Subtitles,The Subtitles,579517,,753014,UK,2004,11.58,4,['Album'],['Rock'],['Garage Rock'],
Lee Abbey London,I Have Come To Worship You Lord,9982855,,20226520,UK,2004,38.67,9,['Album'],['Rock'],[],
Afewgoodmen,Radio Play,6489594,,13910257,UK,2004,57.18,12,['Album'],['Rock'],['Folk Rock'],
Tonewizards,Purple,6952328,,13131180,UK,2004,0.0,10,['Album'],['Rock'],['Indie Rock'],"Brett Waterson
Krishnan Bhaskaran
Nick Amphlett
Ian Grant
Olly Wilkinson"
Indigo Colony,In An Hour,1106319,,32635359,UK,2004,0.0,12,['Album'],['Rock'],[],
Dirty Tricks,Night Man,37434,,29746708,UK,2004,75.7,15,['Album'],['Rock'],"['Hard Rock', 'Blues Rock']",
Smiler (5),Melt,1442667,,22053133,UK,2004,0.0,6,['Album'],['Rock'],"['Indie Rock', 'Alternative Rock']",
The Motion (7),All I Refuse,6613422,,12313582,UK,2004,0.0,11,['Album'],['Rock'],"['Indie Rock', 'Alternative Rock', 'Acoustic', 'Blues Rock', 'Flamenco']",
Attila The Stockbroker's Barnstormer,Zero Tolerance,1787500,,4990778,UK,2004,51.05,16,['Album'],['Rock'],['Punk'],Band led by [a130831] aka [a1407223]
Robin George,Bluesongs,585672,,4816126,UK,2004,0.0,10,['Album'],['Rock'],"['Hard Rock', 'Blues Rock', 'Pop Rock']","British rock guitarist, singer, songwriter, and producer, born 1956, Wolverhampton, Staffordshire – died 26 April 2024, Málaga, Spain.

He  has collaborated with several artists during his career including David Byron, Phil Lynott, Glenn Hughes, Robert Plant, and John Wetton."
Levi Dexter & The Ripchords,Victims Of Kool (The Complete Levi Dexter & The Ripchords),333434,,1923346,UK,2004,0.0,22,['Album'],['Rock'],['Rockabilly'],US based rockabilly band.
Terry Stamp,Bootlace Johnnie And The Ninety Nines,958162,,4409486,UK,2004,53.28,13,['Album'],['Rock'],['Blues Rock'],"UK rock guitarist, bassist, singer, composer"
Karloff (4),Self-Made Monsters,2957059,,4031916,UK,2004,0.0,8,['Album'],['Rock'],"['Punk', 'Garage Rock', 'Psychobilly', 'Goth Rock']","Horrorpunk from Aberdeen, Scotland!
Creeping from the frozen north of Aberscream, Skulland this fearsome fivesome haunted stages from 1999 - 2008, the result of an experiment  to stitch, bolt and melt together the dead flesh of rock n roll, garage & punk to make something greater than its part! "
Intent (6),Double +,4755368,,18314725,UK,2004,0.0,13,['Album'],['Rock'],"['Hardcore', 'Punk']",Hardcore band from United Kingdom
The Sensational Alex Harvey Band,British Tour '76,426655,,2528694,UK,2004,65.58,10,['Album'],['Rock'],"['Classic Rock', 'Glam']","Scottish rock group, established 1972.

The band came into existence in August 1972 when [a317113] combined with a group called [a1842953] which had been formed in 1970 by guitarist [a364580]."
Rydell,Hard On The Trail,725538,,1500288,UK,2004,39.9,11,['Album'],['Rock'],"['Emo', 'Punk', 'Indie Rock', 'Hardcore']",
Tokyo Adventures,The Hunter's Handbook,1444144,,6467692,UK,2004,42.63,13,['Album'],['Rock'],['Pop Punk'],UK punk band from The Wirral who formed in 1998 under the name Bobafett before officially becoming Tokyo Adventures in 2000. They released 4 albums before splitting in 2004.
Pinkie Maclure & John Wills,A Small Piece Of Afterwards,687486,,850082,UK,2004,0.0,6,['Mini-Album'],['Rock'],"['Folk Rock', 'Psychedelic Rock', 'Indie Rock']","While living in Cellardyke in the East Neuk of Fife in Scotland, Pinkie Maclure and John Wills recorded 'Cat's Cradle' and a  cdr called 'A Small Piece of Afterwards', under their individual names, using loops of guitar, electronic dulcimer, concertina and semi-improvised vocals to create a hypnotic mixture sometimes reminiscent of June Tabor, Nico and acoustic-era Swans.
They then renamed themselves Pumajaw."
Creature (19),Plans For A Universe,5613931,,13579360,UK,2004,0.0,12,"['Album', 'Stereo']",['Rock'],['Indie Rock'],
Sinocence,The Beautiful Death Scene,1901387,,9499029,UK,2004,0.0,5,"['Album', 'Promo']",['Rock'],['Thrash'],"Metal/Rock/Thrash from Belfast, Ireland

Sinocence are Ireland’s premier Metal act, based in Belfast, Northern Ireland. The band are in the process of completing a trilogy of EP’s under the ‘No Gods, No Masters’ banner. Vol 1 has been released (2013) and been heralded as “Ambitious & Awesome!” Vol 2, the latest of the trilogy is set for release on Mar 14th, 2015. 

Vocals/Guitar - Moro
Lead Guitar - Anto
Bass - Jim
Drums - Davy"
Eye (4),Eye,134832,,11341423,UK,2004,0.0,6,['Mini-Album'],['Rock'],['Indie Rock'],
