artist,country,city,latitude,longitude,address,state
Piano Magic,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Cutting Pink With Knives,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Kills,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Exit North,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Monuments,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Placebo,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Years and Years,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Cutting Crew,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Melt Yourself Down,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Tunng,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Demon Fuzz,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Big Pink,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Spector,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Libertines,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Florence and the Machine,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Pretty Things,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Million Dead,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Necro Deathmort,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
World Party,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Anna Calvi,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Praying Mantis,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Alan Parsons Project,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Good Tiger,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Veronica Falls,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Samson,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Dawn Treader,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
TURQUOISEDEATH,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Status Quo,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Wolf Gang,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Teeth Of The Sea,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Tank,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Above and Beyond,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Cheatahs,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Pure Reason Revolution,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
beabadoobee,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Voices,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Astronauts,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Nice,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Clash,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Brigade,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Defiled,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Tangled Hair,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Frost*,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
"Emerson, Lake and Powell",United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Hang The Bastard,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Gentle Giant,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Gryphon,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Thomas Dolby,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Big Deal,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Beady Eye,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Bliss Signal,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Cressida,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Quatermass,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Bombay Bicycle Club,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Ted Maul,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Vacuous,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Psychedelic Furs,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Joe Strummer and The Mescaleros,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Foghat,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Ex:Re,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
"The Good, The Bad and The Queen",United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
deathcrash,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Messenger,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Rina Sawayama,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Penguin Cafe Orchestra,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Peach,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
DragonForce,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Akercocke,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Quickspace,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Nine Horses,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Comet Is Coming,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Light Bearer,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
ProjeKct X,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Cat Stevens,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Led Zeppelin,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Leaf Hound,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Dawnwalker,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Fastway,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Burner,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Ghostpoet,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Yes,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Ihlo,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
"Emerson, Lake and Palmer",United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Pupil Slicer,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Breed 77,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Morrow,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Sex Pistols,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
King Crimson,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Wings,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Julian Jay Savarin,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Alternative TV,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Talk Talk,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Death Goals,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Small Faces,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Senser,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Eye of Solitude,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Petrol Girls,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Nurse With Wound,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Squeeze,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Bush,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Apartment,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Yuck,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Horsey,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Defiled,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Iron Maiden,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Still Corners,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Sol Invictus,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Frou Frou,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Hundred Reasons,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Chisel,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
xRepentancex,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Sam Prekop,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Three Trapped Tigers,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Faces,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Pink Floyd,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Dire Straits,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Kula Shaker,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Employed To Serve,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Add N to,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
2:54,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Raven Age,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Bat For Lashes,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Elastica,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Elixir,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Miasma and The Carousel of Headless Horses,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Sacred Son,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Fractals,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Deep Purple,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Haken,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Savage Messiah,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Curved Air,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
UFO,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
5ive,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Maccabees,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Bloc Party,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Factory Floor,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Talanas,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
UNKLE,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Razorlight,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Black Midi,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
God,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Damned,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Fuzzy Duck,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Akasha,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Who,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
*shels,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Vibrators,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Legendary Pink Dots,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Clientele,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
McFly,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Engineers,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Brand X,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Art Brut,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Gorerotted,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
BBM,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
999,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Abhorrent Decimation,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Colosseum II,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Morgan,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Woo,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Crystal Fighters,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
One Direction,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Jessie J,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Current 93,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Archive,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
High Vis,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Lowen,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Orange Goblin,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Death In Vegas,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Zulu Winter,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Down I Go,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Cock Sparrer,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Purson,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Arzachel,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
"Apologies, I Have None",United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Last Witness,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Dry The River,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Tytan,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Qrixkuor,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Rakes,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
LUMP,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Dif Juz,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Skunk Anansie,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
T. Rex,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
X-Ray Spex,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Puppy,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Rain Tree Crow,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
IAMX,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Rudimentary Peni,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Richard Henshall,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Fairport Convention,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The The,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Momentum,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Bark Psychosis,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Squackett,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Public Service Broadcasting,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The House of Love,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Whitesnake,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Devil Sold His Soul,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Dark Star,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Atvm,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Grand National,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Egg,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Bear's Den,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
All Saints,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Trees,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Jungle,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Grinderman,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Slits,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Daniel Bedingfield,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Wolf Alice,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
America,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Fightstar,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Free,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Khan,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Scouting for Girls,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Catapilla,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
All About Eve,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Sunhouse,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Vanishing Twin,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Django Django,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Meteors,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Son of Dork,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Mojave 3,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Guillemots,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Arcadia,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Rolling Stones,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Miranda Sex Garden,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
David Bowie,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Sleeper,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Moonshake,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Outfield,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Patrick Wolf,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Stereolab,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Daughter,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Elephant Tree,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Hot Chip,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
King Charles,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Fleetwood Mac,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Savoy Brown,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Flotation Toy Warning,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The History Of Apple Pie,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Queen,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Colin Newman,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Adam and the Ants,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Bill Fay,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Pure Love,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Dirty Pretty Things,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Creatures,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
The Field Mice,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Gorillaz,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Uriah Heep,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Girlschool,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Babyshambles,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Strawbs,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Tubeway Army,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Shit and Shine,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Goat Girl,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
Tomorrow,United Kingdom,London,51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom",Greater London
